VERB, PREP, POBJ, 
stuck, on, obstacle, 
missing, from, it, 
useing, for, it, 
passes, for, 🤙, 
playing, in, middle, 
ties, with, perasecs, 
played, on, computer, 
Like, With, This, 
clicking, on, arrow, 
going, to, screen, 
play, on, phone, 
occurring, in, order, 
get, past, screen, 
move, throughout, house, 
got, after, games, 
say, for, it, 
learned, With, time, 
getting, on, platform, 
seeing, to, game, 
seeing, in, terms, 
played, for, bit, 
Gets, after, min, 
optimized, for, screens, 
tap, on, joystick, 
appears, in, place, 
gets, after, while, 
get, at, stage, 
get, from, them, 
prepare, for, hell, 
bought, on, mobile, 
pay, for, this, 
has, to, it, 
has, with, style, 
get, in, game, 
left, because, starvation, 
add, like, keyboard, 
HAD, TO, SUPPLIES, 
HAD, BEFORE, TKRNADO, 
pay, for, game, 
play, without, WiFi, 
glich, for, me, 
give, ⭐, ⭐, 
happen, in, life, 
account, for, play, 
control, for, players, 
join, like, %, 
froze, at, secs, 
Fun, on, toilet, 
missed, on, hours, 
stuck, on, thethings, 
playing, on, computer, 
Beware, of, refunds, 
move, around, walking, 
pay, for, it, 
make, to, shelter, 
make, in, time, 
make, because, controls, 
compared, to, version, 
play, on, mobile, 
paid, for, game, 
gets, after, while, 
scavenge, in, house, 
won, on, day, 
get, in, game, 
work, for, me, 
skipped, to, scenario, 
playing, for, time, 
got, to, shelter, 
gathered, but, lock, 
play, on, mobile, 
wait, until, hours, 
look, at, it, 
have, on, computer, 
got, On, top, 
smooth, with, responce, 
takes, to, long, 
load, on, mobile, 
load, for, tablet, 
takes, to, long, 
glitch, For, me, 
refund, on, play, 
loading, since, yesterday, 
scavenge, for, secs, 
count, as, item, 
based, on, choices, 
interact, with, anything, 
talk, to, you, 
talk, in, minutes, 
trust, with, park, 
take, to, shelter, 
bring, to, hole, 
played, for, years, 
suck, for, seconds, 
got, For, me, 
got, after, time, 
play, in, 2020, 
listen, to, Seconds, 
grab, in, minute, 
make, like, launch, 
goes, in, passion, 
goes, to, start, 
sat, on, screen, 
sat, for, ages, 
keep, except, controls, 
keep, at, beginning, 
entertained, for, while, 
play, on, PC, 
freezes, on, screen, 
Stuck, on, screen, 
spend, on, rip, 
take, for, it, 
survive, on, expeditions, 
move, on, mobile, 
work, for, me, 
stuck, on, screen, 
is, after, playthroughs, 
control, at, start, 
edit, into, one, 
turns, into, bottle, 
survive, without, water, 
talking, about, look, 
got, in, bunker, 
scavenging, for, things, 
paid, for, this, 
stuck, on, picture, 
sit, on, soup, 
-objects, in, house, 
block, with, physics, 
block, after, time, 
running, around, controls, 
feel, In, beginning, 
optimised, for, gameplay, 
get, past, screen, 
get, for, weeks, 
do, for, easy, 
give, like, stuff, 
waiting, for, refund, 
pay, for, game, 
hate, on, game, 
pay, for, it, 
add, to, ipad, 
stuck, on, something, 
get, to, shelter, 
hesaw, on, it, 
reminds, of, Fallout, 
bought, on, store, 
mean, by, call, 
play, like, gloom, 
get, on, game, 
had, for, months, 
ported, to, mobile, 
gets, into, bunker, 
gets, from, experience, 
holding, on, thingy, 
gets, after, game, 
seen, on, Drea, 
play, on, tho, 
had, on, it, 
charged, for, it, 
stand, in, area, 
gives, about, game, 
played, in, way, 
played, like, times, 
love, to, day, 
need, in, beginning, 
showing, with, cann, 
showing, for, minutes, 
puts, on, me, 
used, to, it, 
added, in, controls, 
added, for, chromebook, 
works, on, keyboard, 
gets, for, game, 
spend, on, it, 
Use, In, Minute, 
Playing, On, Version, 
Writing, By, Time, 
get, on, computer, 
lose, from, gameplay, 
downloaded, on, chromebook, 
got, past, stage, 
go, to, screen, 
moving, on, phone, 
surprising, in, game, 
look, at, object, 
grab, from, house, 
spent, on, game, 
load, on, phone, 
get, to, bunker, 
sign, into, account, 
leave, to, scavenge, 
reading, around, day, 
playing, on, phone, 
love, to, bits, 
play, on, YouTube, 
look, at, app, 
mean, from, me, 
control, on, screen, 
control, like, game, 
play, for, it, 
gets, for, me, 
load, into, game, 
responding, after, weeks, 
get, in, shelter, 
made, with, lots, 
play, as, them, 
playing, for, hour, 
try, for, myself, 
need, for, seconds, 
scavenge, from, house, 
pops, in, mind, 
work, on, 😢, 
used, to, it, 
see, in, future, 
make, to, shelter, 
make, to, aspect, 
make, because, issues, 
gets, in, opinion, 
like, for, reasons, 
do, in, game, 
looking, for, game, 
made, on, game, 
move, on, mobile, 
playing, at, night, 
play, on, iPad, 
bring, into, shelter, 
think, of, this, 
think, as, situation, 
love, in, shelter, 
ranging, from, chalinges, 
ranging, to, play, 
stuck, on, screen, 
pay, for, it, 
get, in, position, 
play, on, phone, 
play, on, laptop, 
hate, as, app, 
rely, on, controls, 
waiting, for, something, 
made, in, 2018, 
play, on, laptop, 
use, in, start, 
think, of, things, 
go, in, war, 
makes, during, part, 
makes, in, opinion, 
survive, with, bunker, 
recommend, for, anyone, 
done, in, minutes, 
gets, after, while, 
suffice, as, killer, 
suffice, due, lack, 
play, with, friends, 
take, on, suggestion, 
stuck, on, screen, 
stuck, with, background, 
stuck, in, front, 
prefer, to, version, 
threw, over, mug, 
freezes, on, screen, 
got, because, Scouts, 
cares, about, scout, 
Challenging, for, me, 
play, for, years, 
set, in, place, 
depending, on, level, 
has, on, max, 
works, for, him, 
Give, like, time, 
grab, at, start, 
control, with, phone, 
went, to, end, 
went, after, seconds, 
Got, after, day, 
love, during, mode, 
played, in, time, 
bought, during, distancing, 
stuck, on, screen, 
come, onto, game, 
go, on, it, 
recommend, to, anyone, 
stuck, in, beginning, 
waited, over, night, 
downloaded, with, money, 
downloaded, with, email, 
hoped, for, challenges, 
spend, on, game, 
looking, for, food, 
recommend, for, use, 
Keeps, on, edge, 
stuck, on, screen, 
reatomized, with, it, 
Stuck, at, ', 
Stuck, at, seconds, 
get, to, screen, 
looking, for, advice, 
go, to, channel, 
use, as, one, 
scavenge, for, resources, 
move, past, everything, 
continue, with, ambition, 
Stuck, on, screen, 
results, in, disadvantage, 
compared, with, version, 
become, after, while, 
happen, for, time, 
gets, after, while, 
Becomes, after, couple, 
kill, with, quarantine, 
play, for, reason, 
charged, for, game, 
want, for, 1, 
gets, After, while, 
eat, on, diet, 
drink, in, day, 
go, to, sleep, 
go, at, dose, 
making, on, mobile, 
get, for, 😘, 
paying, for, it, 
sat, in, state, 
did, in, days, 
