VERB, PREP, POBJ, 
play, as, invaders, 
doing, with, idea, 
crash, for, reason, 
bump, to, stars, 
Going, through, levels, 
hit, on, phone, 
start, from, beginning, 
edit, at, point, 
Gets, over, time, 
challenging, at, end, 
sums, for, me, 
play, from, start, 
bought, on, xbox, 
paying, for, game, 
Stuck, on, screen, 
play, on, HP, 
played, in, time, 
pay, for, what, 
comes, from, fact, 
got, in, realized, 
see, to, it, 
worked, on, s10, 
became, in, progression, 
come, with, levels, 
played, on, switch, 
feels, at, home, 
feels, on, mobile, 
load, on, day, 
change, on, spot, 
stay, on, device, 
waiting, for, min, 
stuck, on, screen, 
Made, after, time, 
Reached, to, Devs, 
say, about, it, 
get, because, bugs, 
loaded, at, place, 
reload, at, point, 
log, to, game, 
stuck, at, screen, 
play, through, thing, 
play, in, sitting, 
stuck, in, screen, 
get, Besides, that, 
get, on, phone, 
stacking, for, game, 
like, to, me, 
react, to, happenings, 
see, with, pay, 
getting, to, end, 
enjoy, on, tablet, 
feels, on, screen, 
stuck, in, screen, 
pushed, In, addition, 
keep, for, time, 
pay, for, games, 
pay, for, one, 
stuck, in, screen, 
start, from, zero, 
gets, in, levels, 
based, than, skill, 
boring, to, me, 
load, into, campaign, 
stuck, at, screen, 
stuck, at, screen, 
stuck, at, screen, 
charging, for, privilege, 
get, for, price, 
appears, after, search, 
happening, on, platforms, 
pauses, in, time, 
log, in, reward, 
recommend, on, flights, 
beat, in, experience, 
blocking, with, item, 
add, to, it, 
spend, on, it, 
hate, than, bad, 
adjusting, to, foes, 
like, about, game, 
beat, on, difficultly, 
exceeding, At, completion, 
start, from, Square, 
redownloading, down, line, 
do, with, variety, 
pay, for, campaign, 
played, through, the, 
throw, at, times, 
is, to, it, 
gaming, for, hours, 
recommend, to, anyone, 
brought, to, mobile, 
have, on, console, 
going, over, place, 
restart, after, day, 
run, with, friends, 
collab, with, you, 
collab, with, folks, 
play, for, 25hrs+, 
sits, on, screen, 
recommend, to, anyone, 
result, in, experience, 
got, Regarding, islands, 
got, Regarding, bug, 
got, from, time, 
got, to, time, 
played, on, PC, 
topped, with, graphics, 
tends, like, others, 
stuck, on, screen, 
freezes, after, hours, 
fix, with, power, 
stuck, on, screen, 
get, into, game, 
replied, to, email, 
sent, for, refund, 
allowing, in, state, 
pay, for, game, 
suffer, through, advertising, 
suffer, for, game, 
Tried, across, devices, 
killing, in, middle, 
spent, on, game, 
translates, for, gaming, 
leaving, for, bit, 
stuck, on, islands, 
slow, by, end, 
come, Over, time, 
come, to, light, 
discovered, on, Pass, 
stuck, in, islands, 
attack, on, toooo$$$$, 
Challenging, to, me, 
Challenging, on, normal, 
recommend, for, timers, 
recommend, to, veterans, 
Seemed, like, game, 
islands, after, dozen, 
load, past, islands, 
finished, on, easy, 
playing, on, settings, 
had, on, phone, 
match, against, foes, 
progress, in, game, 
get, to, game, 
get, without, controls, 
switch, from, app, 
switch, to, another, 
switch, for, minute, 
save(was, into, campaign, 
gets, like, some, 
stuck, on, islands, 
played, for, time, 
play, because, problem, 
run, at, enemies, 
becomes, After, retries, 
Starting, from, checkpoint, 
advance, in, game, 
see, in, codex, 
tests, from, horde, 
making, for, minutes, 
bought, on, steam, 
playing, for, days, 
Scavenging, For, Game, 
spiking, for, island, 
completed, on, phone, 
go, beyond, button, 
stuck, at, screen, 
reached, in, run, 
loops, in, islands, 
hope, for, mode, 
asks, for, amount, 
had, on, PS, 
stand, at, island, 
played, for, mins, 
Need, with, levels, 
lacks, in, amount, 
makes, in, artwork, 
played, for, total, 
pay, for, game, 
played, on, mobile, 
manage, in, game, 
work, on, tutorial, 
share, with, people, 
see, because, camera, 
tap, on, square, 
charged, for, 10, 
charged, with, word, 
get, into, games, 
sit, at, 1, 
crashed, on, me, 
uses, with, cooldown, 
runs, except, time, 
updated, for, mode, 
play, on, map, 
communicate, with, other, 
paying, for, experience, 
stuck, on, screen, 
get, past, it, 
stuck, in, screens, 
shelled, for, it, 
get, past, page, 
click, on, cross, 
happen, on, devices, 
run, at, 60fps, 
resume, from, save, 
Stuck, on, screen, 
involved, with, support, 
emailing, with, avail, 
access, to, menu, 
press, at, times, 
looking, at, it, 
stands, on, own, 
played, on, S10, 
played, with, flaws, 
take, with, processor, 
make, for, that, 
recovered, after, point, 
seem, past, point, 
stuck, on, islands, 
paid, for, game, 
Stuck, on, page, 
Stuck, on, Campaign, 
tried, on, devices, 
work, of, time, 
moved, from, mis)representation, 
moved, as, brutes, 
hold, onto, coins, 
increases, by, 16, 
increases, for, Archer, 
loading, for, reason, 
saved, after, deletion, 
works, on, mobile, 
go, past, screen, 
own, on, ps4, 
played, on, device, 
played, like, people, 
getting, to, endgame, 
playing, in, sitting, 
responded, to, comments, 
HATE, about, it, 
fracas, with, innocence, 
level, at, you, 
try, in, months, 
playing, on, medium, 
playing, without, restarts, 
whittled, to, men, 
overrun, through, point, 
going, for, year, 
hopped, on, today, 
come, with, strategy, 
clicks, in, games, 
going, to, locations, 
Added, to, this, 
Update, after, reinstall, 
stuck, on, islands, 
pay, for, ups, 
play, with, results, 
get, about, halfway, 
see, on, ads, 
add, in, maps, 
feed, on, many, 
feed, with, issue, 
see, on, comments, 
plan, during, action, 
stuck, on, island, 
go, in, game, 
restart, from, beginning, 
finish, because, bug, 
Played, for, total, 
enthralled, in, game, 
playing, on, Xbox, 
playing, in, day, 
stuck, on, screen, 
Cool, at, design, 
Combined, with, strategy, 
recommend, to, anyone, 
brought, into, battle, 
looking, at, gameplay, 
landing, on, islands, 
asking, for, dollars, 
play, to, avail, 
force, in, currency, 
own, on, PC, 
prefer, on, phone, 
play, on, go, 
Coming, off, back, 
won, with, troops, 
throw, at, devs, 
made, in, Unity, 
pay, for, this, 
controls, Like, campaign, 
load, into, save, 
played, for, weeks, 
played, on, One, 
saw, in, Store, 
get, on, console, 
have, to, game, 
recommend, to, people, 
having, with, loading, 
hold, in, unit, 
add, for, example, 
sitting, in, bed, 
whipping, for, sesh, 
suffers, from, problem, 
tell, for, example, 
fights, with, anyone, 
pay, on, Store, 
concentrate, on, gameplay, 
repeat, since, checkpoint, 
repeat, in, case, 
get, into, game, 
lost, about, halfway, 
gets, For, me, 
stuck, whilst, islands, 
add, in, crossbow, 
add, with, weapon, 
looks, like, viking, 
load, after, hours, 
played, on, mobile, 
spent, since, time, 
invested, in, this, 
stays, on, screen, 
Looking, at, map, 
linked, with, game, 
go, to, game, 
open, in, screen, 
works, for, me, 
playing, for, straight, 
made, for, game, 
reset, to, color, 
left, in, sea, 
crashes, at, screen, 
killing, Like, style, 
recommend, to, fan, 
CONTINUE, FROM, FILE, 
love, about, it, 
putting, into, it, 
put, of, game, 
lose, As, result, 
worried, about, thing, 
stuck, on, islands, 
happens, to, me, 
justified, with, version, 
enjoyed, without, issue, 
lacks, for, replayability, 
lacking, for, stars, 
Coming, from, someone, 
go, through, campain, 
read, before, purchasing, 
speeding, in, oleds, 
purchased, in, hours, 
reported, to, team, 
resolved, in, future, 
done, with, it, 
load, after, days, 
Love, about, game, 
stuck, on, islands, 
Address, for, review, 
come, with, maps, 
be, at, 4.7, 
do, for, classes, 
done, about, it, 
addicted, to, it, 
going, to, menu, 
look, at, Codex, 
download, to, phone, 
have, after, 2hrs, 
played, on, difficulty, 
beat, with, spear, 
crashing, for, days, 
get, into, game, 
looking, for, game, 
looking, for, awhile, 
crash, at, screen, 
see, in, future, 
get, For, reason, 
work, on, phone, 
work, for, platform, 
closed, in, story, 
obsessed, with, game, 
stuck, for, reason, 
stuck, for, me, 
freezes, at, screen, 
ported, for, android, 
help, with, issue, 
advise, with, resolution, 
trapped, on, second, 
playde, for, day, 
finished, in, couple, 
gets, on, sale, 
select, in, way, 
beat, in, days, 
update, for, squads, 
get, past, screen, 
gets, past, couple, 
goes, to, screen, 
Starting, at, top, 
paying, for, game, 
take, from, combat, 
uninstall, over, this, 
start, without, internet, 
connected, to, Games, 
playing, for, while, 
load, for, hours, 
leave, like, developers, 
stuck, on, screen, 
saw, on, PC, 
introduces, to, game, 
stuck, on, islands, 
playing, for, hour, 
stays, on, screen, 
recommend, to, others, 
freezes, for, while, 
freezes, on, screen, 
seem, for, reason, 
responding, at, screens, 
playing, for, days, 
sorted, After, emails, 
tend, towards, strategy, 
fix, for, experience, 
get, in, data, 
do, after, campaign, 
carries, to, games, 
spent, in, while, 
living, in, California, 
program, with, preferences, 
switched, to, models, 
feel, like, game, 
removes, from, integration, 
experience, on, go, 
work, on, Pixel, 
reset, to, percent, 
go, past, %, 
investing, into, them, 
attacked, from, sides, 
adds, to, effect, 
play, for, hours, 
stuck, on, island, 
make, to, checkpoint, 
found, on, mobile, 
works, on, S9, 
get, to, button, 
pay, for, this, 
play, in, bursts, 
look, at, results, 
load, on, Tablet, 
translate, to, screen, 
deleted, for, reason, 
fell, in, love, 
stuck, in, bars, 
bringing, like, one, 
stuck, at, screen, 
grabbed, on, PC, 
fit, for, reason, 
fit, into, ratio, 
came, to, realisation, 
load, on, launch, 
does, for, eternity, 
ruin, at, points, 
had, against, ship, 
occur, on, iPhone, 
working, on, Samsung, 
go, to, menu, 
gets, to, screen, 
paid, for, this, 
stuck, on, screen, 
happen, on, game, 
saved, upon, exiting, 
works, on, phone, 
waiting, for, train, 
saw, on, Switch, 
bought, for, android, 
bought, because, price, 
runs, on, phone, 
stuck, on, screen, 
tried, on, PC, 
saw, on, Android, 
save, on, Note, 
getting, over, issues, 
played, for, mins, 
wipe, with, enemy, 
get, past, screen, 
get, on, pixel, 
