VERB, PREP, POBJ, 
pay, for, heroes, 
paid, for, game, 
reminds, of, craft, 
bought, in, content, 
giving, as, star, 
engaging, for, something, 
found, on, store, 
Playing, on, s7plus, 
Playing, with, pen, 
meant, for, kind, 
leans, in, direction, 
leans, than, macro, 
comes, from, trial, 
Beginning, of, game, 
playing, for, hours, 
playing, at, time, 
engaged, into, levels, 
contribute, to, line, 
