VERB, PREP, POBJ, 
works, on, mobile, 
feel, like, judge, 
notice, at, end, 
seen, on, Steam, 
stands, among, games, 
put, on, face, 
need, like, it, 
looking, for, something, 
explaining, in, beginning, 
friendliness, than, review, 
came, after, day, 
tests, with, things, 
send, to, afterlife, 
have, with, one, 
had, with, game, 
play, without, internet, 
send, to, afterlife, 
gose, to, heven, 
do, like, humour, 
do, in, game, 
send, to, hell, 
look, into, life, 
added, with, game, 
challenge, for, scores, 
slide, with, B., 
reminds, with, recognition, 
changes, at, pace, 
hope, for, content, 
making, than, that, 
submitting, in, 12h, 
gets, after, week, 
Became, after, hour, 
have, during, game, 
get, for, money, 
put, in, pot, 
understand, until, end, 
Gets, after, while, 
send, to, hell, 
stuck, on, screen, 
peace, in, game, 
peace, until, death, 
skipping, in, menus, 
distracting, for, me, 
sending, to, hell, 
working, in, hell, 
working, as, reaper, 
play, on, go, 
get, from, level, 
Loved, on, computer, 
love, on, mobile, 
wind, in, hell, 
prefer, to, people, 
invest, into, it, 
adapt, to, rules, 
understand, at, start, 
played, on, PC, 
playing, with, characters, 
take, of, practice, 
Thank, for, Game, 
Chatting, with, players, 
recommend, to, anyone, 
separating, from, hell, 
adding, to, game, 
Played, on, Note, 
works, with, 🖋, 
freezing, at, parts, 
freeze, during, round, 
playing, for, time, 
gets, after, while, 
grows, over, time, 
sticks, to, concept, 
push, at, you, 
based, on, SEXISM, 
explain, because, message, 
asking, for, review, 
m, on, thanks, 
creating, for, android, 
send, to, place, 
get, in, way, 
looking, for, features, 
smoothing, to, curve, 
linking, to, play, 
payed, for, everything, 
wish, for, refund, 
gets, after, while, 
become, on, store, 
rises, in, difficulty, 
add, to, gameplay, 
looking, for, experience, 
going, on, ride, 
want, from, game, 
Reminds, of, Papers, 
reckon, after, weeks, 
goes, to, hell, 
spend, on, it, 
make, for, one, 
do, with, them, 
remove, in, game, 
introduced, after, mistake, 
stays, in, level, 
let, into, Heaven, 
send, to, Hell, 
respond, to, anything, 
go, to, heaven, 
bought, on, whim, 
itch, for, android, 
downloaded, in, day, 
crashed, on, level, 
behave, in, way, 
play, for, hours, 
love, in, it, 
send, to, 😏, 
playing, at, pm, 
thank, for, creation, 
recommend, to, friends, 
change, to, stars, 
bugged, on, me, 
found, on, number, 
heard, in, game, 
enthralled, from, start, 
enthralled, to, end, 
keeps, on, toes, 
keeps, with, quirks, 
go, to, purgatory, 
Gets, over, time, 
became, after, little, 
get, with, game, 
play, on, channel, 
look, to, everyday, 
play, like, style, 
set, at, time, 
goes, at, time, 
goes, during, day, 
clock, to, work, 
send, to, a'couple, 
send, to, purg, 
knows, as, reaper, 
get, to, gameplay, 
used, to, thing, 
paid, for, it, 
went, to, sleep, 
enjoy, to, it, 
die, like, times, 
going, until, crash, 
send, with, weapon, 
send, to, hell, 
go, to, hell, 
had, for, day, 
saying, Like, others, 
agree, with, reviews, 
send, to, heaven, 
