VERB, PREP, POBJ, 
buyed, on, steam, 
play, in, it, 
bought, for, dollars, 
spent, on, this, 
buy, on, steam, 
m, on, mobile, 
go, on, sale, 
relaxing, in, opinion, 
lost, for, reason, 
log, like, times, 
gets, after, bit, 
coming, for, free, 
eyeing, for, while, 
keeping, on, playing, 
pay, to, characters, 
pay, in, game, 
get, into, games, 
keeping, for, time, 
fell, in, love, 
coming, towards, bottom, 
starting, at, beginning, 
buy, for, music, 
works, on, mobile, 
had, on, it, 
play, with, rotations, 
stop, at, %, 
irl, because, issues, 
paying, for, songs, 
pay, On, top, 
pay, for, pass, 
goes, on, sale, 
got, for, 23, 
got, for, usd, 
played, since, work, 
did, with, design, 
fit, with, beat, 
get, on, sell, 
miss, on, game, 
played, for, months, 
got, at, game, 
transfered, between, platforms, 
crash, upon, opening, 
stare, at, myself, 
stare, from, reflection, 
slows, on, lg, 
putting, on, tablet, 
Played, for, bit, 
try, on, pc, 
work, on, phone, 
play, for, fun, 
Bought, on, phone, 
install, in, phone, 
forgive, for, reason, 
Played, for, while, 
recommend, to, people, 
combine, with, games, 
play, with, difficult, 
thought, on, games, 
compared, to, Japanese, 
compared, to, songs, 
Fricking, in, multi, 
Fricking, in, -, 
Fricking, in, universes, 
got, because, lag, 
calibrate, to, offset, 
own, on, PC, 
buy, on, Steam, 
bought, with, phone, 
Planned, on, Steam, 
Planned, for, mobile, 
linked, to, version, 
play, from, version, 
play, to, phone, 
bought, on, steam, 
play, on, phone, 
play, with, :), 
have, in, game, 
haved, with, say!FanFare, 
pervy, with, ton, 
playing, at, Level, 
ran, into, bugs, 
play, without, wifi, 
have, on, Steam, 
play, on, PC, 
running, on, Android, 
searching, for, solutions, 
sets, for, generation, 
work, on, A70, 
paid, for, this, 
have, on, laptop, 
love, about, game, 
love, from, style, 
love, to, gameplay, 
locked, to, music, 
have, on, switch, 
Fix, off, data, 
play, for, reason, 
straining, on, fingers, 
straining, on, mobile, 
making, at, time, 
getting, for, long, 
getting, because, purchase, 
messed, with, settings, 
ly, at, types, 
played, in, life, 
switched, to, something, 
have, in, switch, 
came, to, mobile, 
buy, in, it, 
Planned, on, pc, 
sync, with, mobile, 
buy, for, 100++, 
put, at, +, 
play, with, rhythm, 
have, on, steam, 
suck, at, it, 
play, on, go, 
play, for, while, 
getting, at, it, 
like, about, this, 
Came, for, coom, 
stay, for, game, 
heard, about, it, 
did, of, course, 
update, to, star, 
linked, with, services, 
open, on, note, 
Stuttering, after, days, 
getting, on, sale, 
link, with, Switch, 
got, ta, 100, 
know, in, game, 
spend, on, it, 
enjoyed, on, switch, 
enjoyed, for, while, 
reach, above, difficulty, 
train, for, tapping, 
leading, to, notes, 
saw, from, play, 
spend, on, game, 
paid, for, anymore, 
give, at, 4, 
got, on, Steam, 
doing, with, stimulation, 
challenging, As, someone, 
marketed, to, audience, 
add, in, time, 
having, for, years, 
tried, Like, goofball, 
playing, with, headset, 
control, over, character, 
beat, following, rhythm, 
looking, for, offline, 
eyeing, on, game, 
eyeing, for, time, 
completed, In, opinion, 
resorted, with, this, 
resorted, in, order, 
Seen, from, Games, 
expanded, as, topic, 
have, on, Mobile, 
stick, with, it, 
stick, in, PC, 
built, for, platforms, 
built, over, pc, 
has, from, Steam, 
interacted, at, time, 
stay, with, version, 
found, through, collab, 
found, with, Cytus, 
clicked, on, restore, 
emailed, from, google, 
emailed, to, me, 
fell, for, joke, 
play, since, Game, 
used, to, game, 
seems, in, that, 
changed, in, months, 
filtered, in, anyways, 
maximize, due, problem, 
have, on, switch, 
play, for, me, 
found, for, me, 
waiting, for, discouts, 
make, in, beats, 
make, for, price, 
addicted, to, game, 
sold, on, discount, 
add, to, Rate, 
play, in, 90Fps, 
play, in, Pro, 
filing, for, bankruptcy, 
synce, with, music, 
buying, for, dollar, 
install, on, tablet, 
gone, for, nothing, 
work, on, Android, 
have, As, game, 
coming, for, more, 
waste, in, worth, 
downloading, in, store, 
recommend, to, gamers, 
got, for, fix, 
playing, on, PC, 
playing, for, couple, 
get, on, phone, 
play, on, pc, 
putting, on, mobile, 
love, in, game, 
bought, on, phone, 
playing, on, tablet, 
differs, from, games, 
like, about, it, 
playing, for, minutes, 
benefit, for, songs, 
paid, for, game, 
work, on, device, 
pay, for, it, 
made, for, fans, 
shows, for, second, 
get, through, level, 
bought, on, pc, 
decided, On, day, 
stop, at, point, 
play, on, Chromebook, 
purchased, from, Store, 
go, for, offbeat, 
change, to, stars, 
addicting, for, lovers, 
track, with, objects, 
transfer, from, pc, 
ask, for, more, 
live, in, country, 
got, into, game, 
got, in, place, 
comes, to, game, 
