VERB, PREP, POBJ, 
making, to, levep, 
making, in, hopes, 
invest, in, games, 
update, with, consoles, 
think, On, play, 
Put, into, this, 
set, to, skin, 
reading, about, Story, 
extended, past, year, 
had, with, game, 
obsessed, with, it, 
obsessed, for, week, 
take, at, it, 
occur, at, which, 
give, for, music, 
playing, on, repeat, 
playing, for, years, 
added, for, addicting, 
save, on, device, 
download, on, device, 
understand, at, %, 
use, in, game, 
compared, to, some, 
played, for, years, 
played, for, hours, 
bought, on, store, 
bought, on, nothing, 
stuck, on, screen, 
stuck, for, seconds, 
played, for, years, 
buying, in, 2017, 
Gets, after, while, 
played, in, time, 
playing, for, years, 
pay, to, balance, 
added, to, it, 
get, past, threshold, 
limited, with, stamina, 
limited, with, workers, 
goes, on, sale, 
played, on, phone, 
looked, for, games, 
play, in, landscape, 
played, through, game, 
meant, for, play, 
Keep, in, mind, 
came, in, 2010, 
required, like, games, 
m, at, year, 
get, for, stuff, 
fell, in, love, 
expanded, upon, mechanics, 
expanded, in, game, 
expanded, to, point, 
seems, like, copy, 
released, before, Tycoon, 
compete, with, Tycoon, 
expand, upon, set, 
beat, throughout, series, 
seem, on, score, 
played, for, minutes, 
Update, with, content, 
Update, after, year, 
release, on, Android?all, 
shows, in, ways, 
gets, after, year, 
depending, on, level, 
gets, in, titles, 
trained, in, order, 
train, in, way, 
pay, for, it, 
takes, from, game, 
enjoy, on, phone, 
came, with, advancment, 
move, to, office, 
stare, at, game, 
tried, On, top, 
pay, for, piece, 
waiting, over, years, 
waiting, for, sequel, 
Played, for, hours, 
are, for, money, 
tapping, on, screen, 
contribute, to, dumbing, 
see, to, game, 
Addicting, with, life, 
buying, for, outages, 
leave, like, review, 
leave, for, people, 
paid, For, instance, 
need, Like, legit, 
release, on, mobile, 
playing, after, years, 
purchased, without, advertising, 
grabbing, with, release, 
followed, on, it, 
play, on, phone, 
buying, over, this, 
need, in, sequel, 
spend, on, it, 
recommend, by, games, 
stop, on, moment, 
Gets, without, excitement, 
put, into, world, 
gets, after, while, 
challenging, with, consoles, 
released, at, pace, 
slows, after, 10yrs, 
love, about, it, 
released, on, device, 
stumbled, upon, kairosoft, 
buy, in, heartbeat, 
love, in, opinion, 
releashed, in, 1997, 
Asking, for, permission, 
give, under, PKZ, 
forgot, about, assignment, 
finish, after, years, 
make, to, hall, 
fell, after, hour, 
do, to, us, 
waited, for, Story, 
Combine, into, game, 
sell, for, 20, 
sell, on, steam, 
mobile, on, date, 
love, about, game, 
compared, to, others, 
press, below, everything, 
have, in, list, 
playing, since, touch, 
EXPAND, ON, GAME, 
mixing, with, yours, 
do, with, game, 
say, like, myself, 
have, during, break, 
transferring, to, game, 
pass, on, subway, 
Returning, to, game, 
Returning, after, year, 
gets, with, depth, 
play, because, it, 
come, in, honesty, 
come, before, ship, 
make, in, year, 
make, with, rates, 
sells, on, market, 
recommend, for, everyone, 
optimized, for, PH-1, 
Add, to, it, 
go, in, story, 
Bought, in, 2011, 
Play, at, pm, 
combined, with, two, 
appealed, to, players, 
payed, for, game, 
played, for, years, 
mentioned, in, vlog, 
Installed, in, phones, 
Installed, in, years, 
playing, in, 2019, 
need, to, becuse, 
got, to, highest, 
got, to, buliding, 
needs, to, it, 
add, to, office, 
somthing, like, that, 
made, in, future, 
bought, for, cents, 
pops, with, menu, 
play, in, background, 
stay, at, volume, 
stay, in, game, 
earn, for, consoles, 
runs, after, update, 
runs, like, dream, 
come, with, sequel, 
invested, in, game, 
beaten, to, point, 
get, for, instance, 
bought, on, phone, 
believe, after, years, 
add, to, game, 
felt, like, rng, 
created, on, console, 
making, with, hall, 
add, into, it, 
changed, to, carreer, 
insted, of, tapping, 
ended, in, case, 
doing, until, second, 
invest, into, it, 
Going, through, round, 
played, on, downside, 
has, to, effect, 
playing, for, hours, 
farming, for, one, 
finished, in, day, 
hire, from, word, 
bought, in, fact, 
use, at, bottom, 
install, on, phone, 
run, for, 20, 
selecting, on, phone, 
get, at, times, 
suggest, to, everyone, 
try, with, graphics, 
PUT, ON, SWITCH, 
coming, over, years, 
restart, with, genres, 
best, in, years, 
continues, after, years, 
moving, to, ads, 
played, for, years, 
Move, to, card, 
have, with, game, 
made, to, Hall, 
played, over, time, 
