VERB, PREP, POBJ, 
stuck, for, hour, 
saw, after, game, 
crashed, in, hour, 
log, in, game, 
complaining, about, bugs, 
open, Like, everytime, 
remember, in, past, 
KEEPS, because, that, 
improves, from, predecessor, 
improves, in, styling, 
killed, on, flights, 
breaking, until, next, 
froze, after, update, 
Done, with, this, 
paying, for, lmao, 
playing, on, phone, 
swith, to, Tablets, 
crashes, during, cutscene(posting, 
add, in, game, 
seen, in, game, 
consumes, like, hell, 
idk, At, update, 
wait, through, scene, 
pause, during, song, 
resumes, before, finishes, 
glitches, like, this, 
became, after, update, 
optimized, in, update, 
valuing, over, performance, 
get, to, difficulties, 
runs, for, me, 
help, with, time, 
stuck, at, screen, 
stuck, for, time, 
fix, for, players, 
spent, on, game, 
spent, on, Connor, 
stopped, after, update, 
log, into, account, 
log, into, accounts, 
limited, as, player, 
have, at, lvl, 
plays, to, screen, 
waited, for, minutes, 
fix, for, update, 
crashing, in, game, 
crashed, at, end, 
had, for, years, 
did, on, update, 
open, After, update, 
open, on, samsung, 
fix, like, user, 
played, for, btw, 
dissapointed, with, update, 
crashes, to, game, 
had, with, froze, 
played, in, month, 
left, with, game, 
play, because, game, 
glitched, for, reason, 
playing, since, beginning, 
buy, in, cytus, 
did, for, one, 
got, to, credits, 
paid, on, game, 
overcharted, to, point, 
inputs, like, b*tch, 
inputs, on, notes, 
Stuck, at, page, 
Use, for, experience, 
play, with, music, 
get, to, screen, 
bought, in, place, 
finished, with, Vanessa, 
open, After, story, 
open, on, startup, 
do, like, game, 
experiencing, since, update, 
Stuck, in, ending, 
appear, in, phone, 
included, in, game, 
CARE, for, story, 
maxed, in, level, 
connected, since, purchases, 
connected, to, account, 
look, into, bug, 
wait, for, Deemo, 
review, for, songs, 
tabbed, at, that, 
freezes, for, secs, 
