VERB, PREP, POBJ, 
switch, to, phone, 
switch, from, PC, 
takes, into, game, 
play, with, friends, 
kills, for, me, 
crashes, for, me, 
love, on, mobile, 
go, to, level, 
went, in, vain, 
start, from, day, 
progress, in, game, 
saying, in, nutshell, 
working, on, game(s, 
change, to, stars, 
waiting, for, update, 
leaving, with, children, 
walk, to, middle, 
shout, at, sky, 
Downgraded, from, stars, 
love, about, game, 
play, on, phone, 
works, Unlike, keeper, 
spend, on, app, 
had, for, while, 
bring, to, mobile, 
learn, about, characters, 
downloaded, with, card, 
opened, from, store, 
playing, with, arrows, 
pointing, like, minecraft, 
play, like, bc, 
bought, on, moblie, 
thank, for, storyline, 
appear, in, collection, 
playing, for, years, 
playing, on, game, 
redirected, to, store, 
played, on, console, 
play, on, mobile, 
wait, for, updates, 
lose, after, while, 
buying, for, amounts, 
change, to, stars, 
progress, into, bless, 
searching, for, fish, 
need, in, trash, 
played, on, Xbox, 
gets, For, me, 
do, like, game, 
remind, of, hours, 
playing, on, NES, 
dropping, for, game, 
farming, to, mining, 
love, on, PC, 
start, from, zero, 
Bought, for, that, 
waiting, like, players, 
waiting, for, version, 
Edited, From, star, 
paid, for, game, 
looking, for, game, 
waiting, for, 1.5, 
waiting, for, update, 
had, on, mobile, 
downloaded, on, platforms, 
Waiting, for, 1.5, 
Waiting, on, mobile, 
Seems, like, mobile, 
knew, about, game, 
sunk, into, it, 
digging, through, trash, 
spoiled, with, version, 
do, with, baby, 
adapted, for, mobile, 
's, during, year, 
engage, with, town, 
wait, for, update, 
spent, in, valley, 
buy, for, that, 
choose, between, this, 
bump, up, 5, 
speedrunning, with, brother, 
waiting, for, update, 
get, past, button, 
spend, on, game, 
kept, on, phone, 
have, on, PC, 
have, on, box, 
exceeds, to, liking, 
put, into, game, 
played, on, pc, 
get, to, it, 
get, on, phone, 
wait, for, 1.5, 
wait, on, mobile, 
played, since, favorite, 
try, for, ages, 
lived, to, expectations, 
used, to, controls, 
ported, to, mobile, 
controls, in, elements, 
play, with, phone, 
Play, at, pace, 
enjoy, on, console, 
try, on, mobile, 
enjoyed, on, trial, 
spend, on, games, 
taken, to, level, 
rate, at, stars, 
required, for, game, 
getting, for, Android, 
own, on, everything, 
sits, in, way, 
WAITING, FOR, VER1.5, 
play, on, phone, 
move, on, mobile, 
play, with, friends, 
waiting, for, update, 
looking, at, What, 
judged, by, which, 
convert, to, PC, 
convert, to, content, 
feel, at, home, 
fish, on, version, 
work, inside, hutch, 
waiting, for, update, 
waiting, for, time, 
Ported, from, pc, 
give, for, reason, 
booting, with, brother, 
working, on, it, 
lost, for, players, 
bought, on, steam, 
complain, about, something, 
interact, with, characters, 
see, in, future, 
love, on, mobile, 
playing, as, farmer, 
listening, to, music, 
love, about, it, 
playing, for, game, 
put, in, dryer, 
update, for, mobile, 
love, about, it, 
have, on, tablet, 
play, on, PC, 
grinding, at, game, 
expand, without, amount, 
play, on, mobile, 
allow, for, stacking, 
done, with, controller, 
placing, of, buildings, 
Equipting, of, rings, 
put, in, box, 
play, at, home, 
spending, on, it, 
suck, in, game, 
released, in, years, 
play, with, mate, 
play, on, pc, 
interact, with, npcs, 
recommend, to, anyone, 
addicted, to, game, 
play, with, friend, 
going, in, world, 
's, for, while, 
Reminds, of, Zelda, 
live, in, idaho, 
live, in, town, 
come, on, mobile, 
waiting, for, update, 
asking, for, multi, 
asking, on, mobile, 
waste, on, fad, 
playing, for, awhile, 
add, to, chrombook, 
play, with, siblings, 
Update, for, mobile, 
bought, on, mobile, 
put, in, version, 
Plays, on, mobile, 
loved, for, while, 
click, on, plate, 
play, on, phone, 
waiting, on, ver.1.5, 
play, on, PC, 
became, because, game, 
agree, with, Jenkins, 
lost, in, game, 
lost, for, hours, 
puts, in, repetition, 
sunk, into, this, 
like, including, cavern, 
escape, from, life, 
go, at, pace, 
update, like, version, 
bought, from, marnie, 
playing, for, YEARS, 
playing, on, end, 
playing, on, dads, 
saw, on, mobile, 
disappointed, with, purchase, 
play, as, kid, 
play, on, phone, 
played, on, that, 
played, on, android, 
win, on, android, 
move, to, island, 
added, to, version, 
do, with, setting, 
🥰, Like, 😍, 
needed, for, item, 
need, as, rpg, 
having, with, it, 
update, in, july, 
Bringing, like, nothing, 
do, in, game, 
waiting, for, patch, 
thirst, for, more!, 
played, on, mobile, 
played, with, ads, 
get, to, island, 
added, on, mobile, 
played, on, mobile, 
waiting, on, release, 
reminds, of, moon, 
Waiting, For, 1.5, 
play, with, friends, 
marry, on, pc, 
marry, in, co, 
marry, in, -, 
put, at, times, 
put, in, box, 
get, for, item, 
play, on, mobile, 
Thumb, to, creator, 
update, at, store, 
have, in, game, 
looking, to, update, 
play, at, pace, 
play, for, hours, 
play, around, winter, 
get, at, time, 
had, for, while, 
added, to, ver, 
happen, at, night, 
happen, like, one, 
do, in, game, 
own, on, platforms, 
logged, in, hours, 
bought, on, platforms, 
paid, for, it, 
played, until, month, 
care, about, cooking, 
waiting, for, content, 
controls, to, liking, 
waiting, for, island, 
play, on, phone, 
Play, on, tablet, 
got, on, PC, 
changed, to, 200, 
click, on, settings, 
did, on, save, 
paid, for, game, 
spent, on, game, 
asks, for, money, 
crashed, on, me, 
left, of, screen, 
makes, in, part, 
spent, in, opinion, 
walk, across, town, 
lost, in, time, 
got, for, it, 
finished, with, port, 
got, to, festival, 
talk, to, folk, 
playing, on, Note, 
playing, with, stylus, 
had, since, December, 
update, to, 1.5, 
had, for, time, 
wanted, for, phone, 
battling, through, mines, 
battling, for, resources, 
battling, from, comfort, 
taking, to, long, 
go, to, playstore, 
love, about, game, 
recommend, to, anyone, 
played, in, life, 
played, for, relaxation, 
hooked, on, characters, 
got, On, year, 
Hoping, for, patch, 
get, to, exgo, 
lag, on, devices, 
waiting, for, what, 
waiting, for, it, 
gon, because, version, 
waiting, for, it, 
transfer, from, PC, 
transfer, to, mobile, 
transfer, because, incompatibility, 
transfer, because, 😭, 
transfer, because, 😵, 
run, like, poop, 
catch, to, version, 
beaten, in, hours, 
see, about, version, 
update, into, version, 
play, on, mobile, 
placed, outside, farm, 
combine, to, game, 
proceed, with, mission, 
rolled, In, ways, 
rolled, into, mobile, 
rolled, with, saves, 
waiting, for, touch, 
wait, for, yhe, 
look, after, stock, 
go, for, quest, 
played, on, computer, 
fit, into, platform, 
immersed, in, farm, 
offer, because, preference-, 
played, on, phone, 
have, on, laptop, 
have, because, controls, 
cuddle, under, blanket, 
cuddle, in, autumn, 
came, along, ✨, 
got, for, fiancee, 
Hoping, for, update, 
handed, to, you, 
played, on, pc, 
waiting, for, updates, 
play, As, someone, 
know, about, it, 
have, on, PC, 
come, to, sometime, 
Thank, for, game, 
played, for, hours, 
boarded, of, it, 
have, on, computer, 
gotten, on, pc, 
feel, like, reviews, 
patch, for, mobile, 
look, at, faces, 
waiting, for, update, 
do, with, bff, 
mixed, with, stories, 
getting, into, games, 
Listen, to, Lofi, 
turn, into, experience, 
water, with, jug, 
turned, to, colour, 
get, in, amount, 
playing, for, couple, 
supported, on, mobile, 
supports, on, android, 
timing, with, pad, 
bought, for, ps4, 
progressing, with, relationship, 
CANT, BECAUSE, GAME, 
played, on, PC, 
adapted, As, fun, 
adapted, to, screen, 
playing, through, day, 
have, during, life, 
played, on, PC, 
played, for, hours, 
played, on, phone, 
update, to, state, 
update, on, pc, 
lost, in, gameplay, 
play, on, phone, 
play, on, go, 
play, with, friends, 
did, on, purpose, 
play, with, girlfriend, 
add, to, mobile, 
paid, for, game, 
pay, for, YEARS, 
do, with, Stardew, 
gets, after, while, 
played, on, phone, 
wait, for, update, 
go, to, website, 
choose, from, ways, 
meant, for, computer, 
work, on, mobile, 
played, for, mobile, 
played, for, both, 
bought, on, platforms, 
wait, for, update, 
added, to, game, 
confused, as, heck, 
broken, on, tablet, 
made, on, store, 
playing, by, phone, 
bought, on, platforms, 
have, on, most, 
have, for, close, 
Played, In, While, 
interact, with, board, 
suck, on, tho, 
attach, to, poles, 
sit, on, benches, 
glitches, in, place, 
found, on, accident, 
came, across, game, 
purchasing, on, ps4, 
compared, to, controller, 
play, on, phone, 
stick, to, PC, 
sell, for, access, 
look, like, dwarf, 
appears, in, game, 
appears, for, mobile??so, 
waiting, on, update, 
abandoned, for, ages, 
playing, on, PC, 
playing, for, months, 
purchase, in, order, 
playing, for, years, 
Come, To, Store, 
wait, for, update, 
lacks, from, platforms, 
stuck, in, game, 
got, through, times, 
added, into, game, 
required, for, mods, 
wait, for, update, 
fell, in, love, 
get, into, game, 
looking, at, wiki, 
think, of, thing, 
waiting, for, layout, 
play, on, lunch, 
play, at, work, 
waiting, for, update, 
playing, for, months, 
play, with, friends, 
feel, by, myself, 
add, on, version, 
waiting, for, update, 
waiting, for, update, 
add, with, it, 
throw, to, trash, 
wait, for, update, 
gets, without, quests, 
think, of, solution, 
saved, via, cloud, 
Reminds, of, series, 
holding, till, 1.5, 
comes, as, sign, 
bring, to, update, 
got, like, clash, 
waiting, for, version, 
Paid, for, game, 
cleared, for, it, 
have, after, years, 
gifted, to, me, 
gifted, in, game, 
waiting, for, months, 
waiting, with, info, 
focus, on, projects, 
downloading, from, developer, 
move, to, something, 
downloaded, on, switch, 
downloaded, on, phone, 
play, because, reason, 
traveled, from, 2045, 
updated, to, 1.5, 
updated, for, mobile, 
care, for, community, 
Thank, for, creation, 
GO, TO, ISLAND, 
play, for, hours, 
wait, for, 1.5, 
waiting, for, What, 
tap, over, screen, 
reverting, to, save, 
Playing, on, steam, 
love, on, PC, 
bring, with, me, 
remove, from, pole, 
go, In, fact, 
go, to, spot, 
wait, for, updates, 
own, on, systems, 
playing, for, weeks, 
fishing, on, year, 
set, with, bait, 
add, on, thing, 
have, on, pc, 
bought, for, phone, 
missing, for, me, 
waiting, for, months, 
vallew, to, 1.5, 
modding, on, go, 
got, into, it, 
bought, on, platform, 
sleep, near, bed, 
sleep, in, end, 
lose, during, day, 
use, on, version, 
becomes, at, level, 
m, at, 18, 
relaxing, for, game, 
grow, as, mining, 
fighting, in, dungeon, 
exist, in, platforms, 
got, on, intendo, 
got, on, coputer, 
save, in, game, 
added, to, game, 
added, like, events, 
go, by, possibility, 
do, in, fishing, 
forget, about, birthdays, 
playing, in, PC, 
cope, with, version, 
help, for, plan, 
update, for, Android, 
sleep, For, instance, 
sleep, on, night, 
wake, on, morning, 
taken, from, account, 
play, on, mobile, 
cheating, on, phone, 
get, After, years, 
waste, on, game, 
rolled, to, Android, 
s, on, steam, 
integrated, into, version, 
invested, in, game, 
played, on, pc, 
played, on, device, 
get, to, mine, 
paying, for, apps, 
Edited, to, star, 
feel, with, phone, 
clicking, on, ground, 
falling, in, doorway, 
step, over, it, 
get, to, bed, 
waiting, for, update, 
neglected, on, android, 
entertained, for, ages, 
bought, for, her, 
playing, on, gameboy, 
playing, on, iphone, 
experienced, on, Android, 
experience, in, village, 
shows, as, dog, 
turned, into, year, 
have, with, grandfather, 
stuck, in, pose, 
Works, with, screen, 
Have, on, console, 
sign, on, divices, 
playing, on, console, 
fishing, with, help, 
stick, with, rod, 
use, to, fish, 
cut, for, gentleness, 
require, in, tapping, 
come, to, version, 
stuck, in, house, 
stuck, for, hours, 
stuck, in, coop, 
blocking, in, etc, 
blocking, in, ., 
blocking, in, etc, 
happens, with, anything, 
phase, through, them, 
played, on, platforms, 
added, to, version, 
added, at, point, 
heard, about, it, 
hear, from, it, 
escape, for, 235php, 
go, to, valley, 
move, into, place, 
do, in, game, 
focus, on, farm, 
marry, of, variety, 
go, to, school, 
argue, in, year, 
argue, with, you, 
last, like, years, 
aging, at, toddler, 
play, on, pc, 
pay, for, version, 
detailed, at, time, 
Wondering, For, Time, 
Buying, For, Xbox, 
