VERB, PREP, POBJ, 
coming, for, one, 
saw, at, MoPop, 
was, to, it, 
do, like, simplicity, 
Acted, during, tutorial, 
outlined, with, recordings, 
paid, for, game, 
connect, Like, others, 
deal, with, ADHD, 
connect, between, stations, 
connect, with, instruction, 
drag, to, station, 
do, for, reason, 
see, during, game, 
see, like, locomotives, 
buying, for, laptop, 
compare, with, players, 
repurchase, on, Windows, 
Dragging, from, station, 
use, for, funsys, 
experiencing, with, it, 
agree, with, comment, 
ramp, after, point, 
achieve, inside, game, 
connected, to, game, 
looks, in, mode, 
put, into, it, 
got, on, pc, 
getting, on, mobile, 
do, with, less, 
seen, in, videos, 
looks, like, game, 
drag, through, station, 
have, on, it, 
done, in, aspects, 
Loved, on, pc, 
Love, as, game, 
snap, to, stations, 
seem, like, much, 
shows, until, connected, 
starved, for, information, 
run, on, system, 
play, on, tube, 
spent, on, thing, 
pay, for, game, 
kept, on, phone, 
playing, for, years, 
's, on, level, 
play, on, tablet, 
downloading, to, phone, 
press, on, stations, 
appear, around, station, 
work, on, platforms, 
work, for, me, 
update, to, stars, 
play, without, sounds, 
looks, like, maps, 
play, on, computer, 
optimized, for, phones, 
play, on, phone, 
implemented, in, future, 
played, on, phone, 
playing, on, Chromebook, 
Obsessed, with, game, 
collecting, for, cities, 
get, On, 7pro, 
get, in, board, 
get, at, end, 
ramps, After, customers, 
Getting, to, metros, 
Played, since, d.l, 
Played, since, ., 
Challenging, with, gameplay, 
pick, at, time, 
played, for, years, 
recommend, to, anyone, 
suck, at, game, 
Play, on, train, 
remove, from, tracks, 
looking, for, kind, 
wait, for, one, 
feed, into, station, 
add, to, trains, 
get, to, 120, 
Playing, in, it, 
updated, to, MRT, 
Filled, with, varieties, 
solving, for, places, 
happening, to, locomotives, 
built, on, mountains, 
done, with, elements, 
Starting, in, city, 
get, to, end, 
relies, on, swipe, 
relies, from, bottom, 
relies, to, minimise, 
stressing, at, time, 
put, at, time, 
have, on, PC, 
played, for, years, 
had, In, months, 
unlocking, in, Games, 
build, for, cities, 
starting, from, stations, 
ending, with, tens, 
lose, At, point, 
played, on, PC, 
kill, during, commute, 
play, in, parallels, 
Playing, for, days, 
engaging, with, maps, 
overcrowding, in, next-, 
waiting, for, death, 
love, to, it, 
connect, to, stations, 
needed, with, cities, 
opened, in, 1892, 
opened, in, 1900, 
opened, until, 2002, 
opened, as, line, 
opened, in, 1986, 
played, for, years, 
playing, for, years, 
purchase, at, beginning, 
release, for, Android, 
offering, beyond, look, 
look, for, second, 
get, to, grips, 
added, to, game, 
had, for, years, 
play, on, subway, 
is, For, example, 
play, in, minutes, 
compared, to, .io, 
get, past, screen, 
make, like, this, 
maxed, in, less, 
get, past, barrier, 
broke, from, update, 
generate, for, example, 
get, past, tutorial, 
removing, from, line, 
bored, by, it, 
take, from, guys, 
optimize, for, efficiency, 
add, as, map, 
code, on, earth, 
code, for, this, 
soothing, with, options, 
pass, by, station, 
evoked, with, game, 
Sit, on, couch, 
Sit, with, friend, 
own, on, PC, 
chill, on, move, 
adapting, to, controls, 
return, to, it, 
put, until, burst, 
see, on, mobile, 
engaged, Despite, simplicity, 
detach, from, tracks, 
allows, for, performance, 
love, for, that, 
played, on, phone, 
do, about, it, 
say, for, long, 
boring, at, start, 
Looks, like, fun, 
comes, to, point, 
get, to, kong, 
get, after, kong, 
get, to, 300, 
understand, off, bat, 
remove, from, station, 
listening, to, podcasts, 
spending, on, game, 
paid, for, labor, 
load, into, it, 
seems, like, game, 
running, into, bug, 
play, on, metro, 
updated, for, gestures, 
getting, into, it, 
add, to, it, 
recommend, to, others, 
stay, on, screen, 
transport, on, system, 
focus, on, track, 
think, for, second, 
pay, for, apps, 
got, after, day, 
frustate, in, measure, 
bought, in, platform, 
Got, on, Steam, 
got, for, Android, 
playing, on, phone, 
help, for, time, 
play, for, minutes, 
fit, in, station, 
makes, for, killer, 
expected, for, game, 
found, on, store, 
look, to, it, 
compared, to, some, 
find, on, store, 
go, in, circles, 
waiting, for, something, 
running, in, line, 
feels, like, version, 
play, on, way, 
grow, into, metropolis, 
Looking, to, games, 
is, beneath, esthetism, 
play, on, metro, 
play, like, people, 
care, about, game, 
care, to, Google, 
have, With, interface, 
think, about, efficiency, 
Challenging, at, times, 
Played, for, hours, 
do, to, it, 
played, for, years, 
followed, since, beta, 
built, from, ground, 
fits, with, design, 
stop, at, one, 
seen, in, game, 
pass, by, passengers, 
Stopped, because, that, 
spent, in, it, 
eats, through, battery, 
included, in, map, 
introduced, in, Kolkata, 
extended, through, tunnels, 
extended, under, Ganga, 
held, at, mercy, 
held, to, station, 
release, on, Android, 
do, with, text, 
discover, by, yourself, 
beat, in, city, 
beat, because, differences, 
play, in, mode, 
played, in, time, 
add, as, map, 
has, into, it, 
working, with, trains, 
leads, to, gameplay, 
challenges, in, situations, 
value, for, money, 
scored, on, challenge, 
listed, as, 901, 
struggling, with, controls, 
included, in, price, 
recommended, to, friends, 
gets, after, while, 
had, for, days, 
Felt, like, curve, 
turn, into, game, 
looking, for, relaxation, 
passes, with, game, 
play, for, hours, 
gets, in, way, 
