VERB, PREP, POBJ, 
bought, because, ads, 
make, at, point, 
playing, for, while, 
connect, with, game, 
put, to, game, 
waking, at, am, 
put, in, game, 
focus, on, people, 
buying, from, game, 
focusing, on, story, 
giving, in, seriousness, 
giving, of, vibes, 
make, in, purchases, 
pay, with, model, 
waste, with, game, 
hooked, within, minutes, 
took, of, sale, 
find, for, yourself, 
getting, for, dollar, 
getting, for, steal, 
download, around, 250MG, 
download, of, updates, 
play, to, pause, 
go, in, castle, 
got, to, point, 
seeing, for, game, 
looks, like, ads, 
invested, in, game, 
seen, on, page, 
pulls, for, pity, 
rip, with, anime, 
play, without, fix, 
lacks, for, bit, 
showed, for, game, 
test, on, game, 
starts, with, mix, 
switches, to, line, 
receive, as, reward, 
sink, into, game, 
get, on, board, 
deserving, For, these, 
deserving, of, star, 
seen, to, knights, 
pay, for, rpg, 
want, in, order, 
bomb, to, star, 
plaied, in, 2019, 
putting, to, it, 
spend, on, game, 
waste, on, this, 
reminds, of, Pokémon, 
reminds, with, era, 
approve, of, game, 
do, on, game, 
waiting, for, long, 
sexualize, in, rpg, 
meets, in, way, 
trying, to, f2p, 
did, like, game, 
receive, due, advertising, 
reminds, of, blue, 
cam, in, 90, 
tied, to, account, 
want, on, phone, 
ask, for, refund, 
catching, in, act, 
catch, to, girls, 
get, with, money, 
get, past, part, 
resorting, to, advertising, 
sue, for, advertising, 
played, to, ch5, 
get, from, encounters, 
sued, into, existance, 
getting, after, ssr, 
using, as, currencies, 
rains, in, sections, 
see, in, ads, 
playing, for, month, 
play, for, longer, 
think, at, point, 
payed, to, download, 
explained, in, ad, 
misleading, with, ads, 
Played, for, couple, 
talk, about, stuff, 
pay, for, it, 
based, in, America, 
regret, in, year, 
increase, for, character, 
catch, in, beginning, 
spending, for, stories, 
collecting, from, tower, 
progress, without, cost, 
Removed, like, everyone, 
put, on, banner, 
goes, after, week, 
looking, for, game, 
looking, for, years, 
gives, for, dollar, 
starts, as, RPG, 
used, to, mechanics, 
opens, After, offline, 
opens, to, script, 
turn, into, ocean, 
turn, for, whale, 
did, at, time, 
check, with, account, 
restarts, for, lvl, 
put, in, guy, 
waste, on, this, 
Played, in, past, 
connected, to, phone, 
connected, via, Bluetooth, 
getting, on, track, 
buying, after, update, 
had, in, summons, 
lag, in, places, 
look, like, Legend, 
look, like, game, 
takes, after, act, 
turns, into, stage, 
turns, by, experience, 
m, on, chapter, 
stolen, from, games, 
shoves, in, face, 
payed, for, ads, 
hooked, on, it, 
kept, to, it, 
released, after, evertale, 
entertained, for, while, 
want, in, end, 
look, like, Pokemon, 
look, like, that, 
looks, like, game, 
pay, for, game, 
Fire, in, charge, 
based, off, trailers, 
see, in, ads, 
shown, as, horror, 
ask, for, what, 
held, For, long, 
take, to, page, 
take, to, page, 
sink, into, it, 
mixed, with, Fantasy, 
need, because, ads, 
think, about, it, 
think, as, staff, 
had, because, coronavirus, 
think, about, situation, 
waste, on, game, 
hope, for, much, 
go, with, game, 
Feels, like, series, 
Feels, to, me, 
mention, regarding, playstyle, 
came, from, ads, 
showed, as, game, 
talking, about, it, 
talking, in, comments, 
saw, for, this, 
saw, on, YouTube, 
said, as, game, 
loading, into, game, 
thinking, in, style, 
obtain, as, player, 
playing, in, 2019, 
tried, in, 2020, 
making, with, layout, 
put, into, game, 
followed, on, twitter, 
come, from, page, 
shown, in, trailer, 
enjoy, On, hand, 
put, into, team, 
left, for, movement, 
advertised, in, videos, 
mixed, with, creativity, 
hit, in, row, 
spent, in, game, 
use, on, it, 
shabby, of, game, 
played, for, time, 
paid, for, it, 
looking, for, what, 
Addicted, to, plot, 
put, in, mood, 
finished, in, days, 
shown, in, ads, 
make, as, chapter, 
trust, from, them, 
grind, for, characters, 
see, in, adds, 
get, with, campaign, 
got, in, play, 
pay, to, story, 
advertising, to, game, 
spooky, like, game, 
started, because, speed, 
reach, to, beginning, 
trust, on, that, 
having, as, player, 
play, after, annoying, 
play, after, ads, 
allowed, on, anything, 
played, for, hours, 
play, of, you, 
bother, with, game, 
paid, for, game, 
looks, like, copy, 
Come, on, Devs, 
happened, with, content, 
played, since, prime, 
makes, with, women, 
got, with, models, 
failing, on, section, 
seem, like, transactions, 
needs, To, point, 
merged, with, units, 
stuck, at, boss, 
raised, for, weeks, 
based, on, advertisements, 
following, on, Twitter, 
seen, for, game, 
match, Like, ad, 
get, like, this, 
download, to, eventualy, 
played, through, chapters, 
shown, in, ads, 
wasted, In, end, 
pay-, for, game, 
turn, to, gacha, 
turn, for, units-, 
stacked, against, you, 
stacked, for, characters, 
hated, because, ads, 
looked, As, fan, 
looked, like, game, 
looked, like, game, 
get, in, heartbeat, 
update, with, replayability, 
update, et, al, 
played, for, awhile, 
switch, to, strategies, 
look, at, it, 
see, like, houses, 
play, in, lifetime, 
download, after, update, 
look, like, children, 
lied, about, content, 
stolen, from, creator, 
advertised, as, what, 
come, in, one, 
compare, in, way, 
drawing, with, gems, 
work, on, S21, 
updated, in, store, 
top, for, it, 
top, for, gacha, 
play, through, it, 
looking, for, what, 
reminds, of, Zelda, 
costs, on, Google, 
take, to, 3stars, 
take, for, me, 
saw, for, game, 
look, like, creepypasta, 
look, with, nothing, 
started, with, sprite, 
make, for, fun, 
change, for, reason, 
earn, in, quest, 
reminds, of, rpgs, 
ask, for, refund, 
ask, after, game, 
feels, like, videogame, 
has, at, stars, 
played, from, ads, 
lie, to, people, 
Put, into, game, 
spend, after, buying, 
see, for, game, 
save, for, characters, 
do, with, elements, 
sending, on, YouTube, 
