VERB, PREP, POBJ, 
having, In, purchases, 
wrote, on, comment, 
finish, without, purchases, 
had, with, it, 
got, into, genre, 
play, with, styles, 
playing, for, time, 
load, for, me, 
stays, on, screen, 
played, in, time, 
seems, on, level, 
earn, in, game, 
wows, with, graphics, 
compared, with, games, 
fells, like, something, 
Looks, like, this, 
compared, to, Vengeance, 
notch, from, Ironhide, 
pay, for, Phoenix, 
incinerate, near, anything, 
hoping, for, one, 
hoping, for, while, 
hoping, for, lo, 
supplied, with, wish, 
outdone, with, writing, 
lead, into, game, 
has, to, it, 
increases, for, seconds, 
stick, with, version, 
paying, for, product, 
outdoing, with, game, 
played, for, that, 
played, for, years, 
seen, for, this, 
spent, on, DLC, 
playing, since, 2015, 
holds, to, roots, 
compared, to, games, 
pay, for, game, 
hoping, for, part, 
starting, from, beginning, 
starting, if, ben, 
starting, on, level, 
spending, on, it, 
win, on, mode, 
paying, in, game, 
progress, in, game, 
payed, for, 5, 
play, with, characters, 
Pay, for, each, 
reply, to, this, 
finish, with, characters, 
get, on, steam, 
get, for, fraction, 
beat, On, levels, 
beat, toward, end, 
beat, for, example, 
sit, through, rounds, 
sit, through, level, 
listen, to, music, 
spending, on, it, 
playing, since, 2015, 
get, into, games, 
make, to, it, 
compared, to, games, 
pay, for, game, 
wellplay, at, level, 
balanced, for, difficulties, 
developing, for, price, 
say, besides, this, 
Reminds, of, type, 
installed, since, moment, 
delivers, Like, games, 
distracted, from, game, 
challenging, in, way!I, 
come, as, fun, 
keep, on, screen, 
played, through, games, 
Enjoyed, to, max, 
thrown, for, measure, 
debited, from, account, 
buy, in, game, 
pay, in, game, 
missed, for, game, 
Got, at, price, 
have, for, it, 
get, over, mechanic, 
leading, to, end, 
phased, around, all, 
ends, in, restart, 
prepping, for, it, 
Start, with, one, 
pay, for, champs, 
played, off, game, 
deducted, for, dragon, 
paid, for, this, 
s, with, stuff, 
is, of, KR, 
expand, into, something, 
play, on, pc, 
Pay, To, Win, 
download, onto, device, 
play, on, flights, 
Love, in, frontier, 
lounging, at, home, 
paid, for, game, 
sit, with, me, 
play, on, iPod, 
needs, on, map, 
buy, with, money, 
buy, with, currency, 
Feel, like, game, 
closing, in, middle, 
autosave, in, middle, 
write, about, issue, 
paid, for, app, 
forgetting, about, time, 
play, since, 13, 
make, for, fun, 
Bought, on, sale, 
immerses, into, game, 
starting, since, Rush, 
played, from, guys, 
connect, to, store, 
fixed, for, me, 
looking, for, something, 
looking, after, version, 
crashing, on, stage, 
loved, for, years, 
played, for, long, 
pay, for, them, 
progress, on, level, 
try, for, thanks, 
charge, for, it, 
expanding, with, details, 
built, as, boost, 
win, like, %, 
come, with, game, 
come, with, next, 
find, in, level, 
set, on, mode, 
start, with, this, 
came, to, game, 
came, because, rush, 
thought, as, versions, 
take, on, TD, 
reached, after, weeks, 
go, For, years, 
go, to, library, 
check, for, games, 
leave, at, that, 
listen, to, music, 
got, in, two, 
put, on, face, 
thank, to, developers, 
looked, for, games, 
interact, in, map, 
buffed, on, ground, 
found, for, device, 
Came, after, months, 
look, at, game, 
went, for, rush, 
knew, about, game, 
found, about, game, 
use, for, characters, 
used, for, drawing, 
run, past, infantry, 
played, at, times, 
adds, to, titles, 
playing, since, instalment, 
bumped, on, Kongregate, 
click, on, refund, 
play, with, style, 
beat, without, heroes, 
spend, during, quarantine, 
playing, for, 10years, 
playing, since, rush, 
kept, during, levela, 
crashing, after, levels, 
