VERB, PREP, POBJ, 
help, along, way, 
competing, with, yourself, 
Looking, to, DV3, 
pick, during, break, 
try, from, company, 
take, on, style, 
get, into, games, 
doing, in, game, 
recommended, for, People, 
get, for, money, 
get, in, game, 
get, than, anything, 
stuck, on, it, 
pick, for, bit, 
caught, for, hours, 
add, to, buildings, 
sitting, with, town, 
sitting, for, time, 
did, with, one, 
Sticking, to, reason, 
Got, to, stars, 
working, on, second, 
begging, for, gold, 
is, to, notification, 
send, on, quests, 
played, on, iOS, 
kept, with, more, 
invested, in, game, 
play, for, hours, 
Reminds, of, gameplay, 
switch, between, phone, 
defeat, in, way, 
spend, on, app, 
tapping, through, them, 
play, from, creators, 
play, with, maps, 
fulfilling, of, equipment, 
playing, for, while, 
get, at, times, 
clicking, After, village, 
clicking, through, ups, 
agreed, with, it, 
do, for, village, 
buy, in, store, 
buy, by, one, 
drop, within, day, 
Loved, as, kid, 
waiting, for, something, 
figure, at, first, 
reached, in, town, 
working, towards, title, 
operated, like, this, 
entertaining, for, hours, 
stuck, in, middle, 
move, for, rest, 
switch, to, app, 
play, with, mechanics, 
compared, to, village, 
love, for, dollars, 
see, with, ECT, 
built, upon, success, 
stuck, in, loops, 
feels, like, days, 
move, to, system, 
added, since, version, 
Look, to, games, 
lying, on, Sofa, 
built, upon, first, 
beats, in, terms, 
start, after, work, 
playing, for, hours, 
playing, in, front, 
turned, on, PS5, 
sucked, in, you, 
purchased, without, thought, 
use, in, time, 
Builds, off, parts, 
replace, with, weapon, 
designed, like, game, 
give, for, reasons, 
freezes, with, information, 
read, since, year, 
recovered, from, field, 
recovered, for, mode, 
stay, on, map, 
replenish, over, time, 
having, with, game, 
paid, for, it, 
improves, on, original, 
waste, on, phone, 
lost, in, world, 
had, as, pop, 
go, on, it, 
keeping, on, games, 
bought, After, time, 
bought, without, hesitation, 
living, in, it, 
played, for, hours, 
played, without, stress, 
Seems, like, seconds, 
come, on, screen, 
come, for, task, 
lose, in, them, 
lose, for, hours, 
head, to, format, 
make, for, 6, 
gets, around, game, 
's, in, purchases, 
wait, for, animations, 
is, than, one, 
Returning, to, gameplay, 
doing, by, 2nd, 
doing, by, city, 
leave, for, quest, 
enjoyed, for, years, 
play, without, thought, 
lost, by, time, 
load, for, time, 
change, for, customization, 
change, for, costumes, 
Spent, on, game, 
deal, with, this, 
enjoyed, Over, all, 
Feels, like, progress, 
help, through, gameplay, 
learning, about, game, 
learning, for, time, 
gets, without, much, 
loved, about, one, 
commented, on, number, 
addicted, to, game, 
spent, on, game, 
adding, to, it, 
bogged, with, amount, 
play, for, hours, 
make, for, experience, 
dumping, into, something, 
spend, upon, hours, 
spend, on, it, 
improved, from, village, 
learn, about, mechanics, 
asks, for, review, 
Builds, off, everything, 
Builds, with, more, 
prepared, for, that, 
like, like, Valley, 
see, with, play, 
had, with, it, 
click, through, them, 
blown, like, first, 
going, for, time, 
expect, from, addictive, 
put, with, summoner, 
guessing, on, lot, 
fixed, on, ️, 
played, for, first, 
involved, for, hours, 
put, Like, one, 
took, to, level, 
spend, for, 5hr, 
lockdown, at, home, 
looking, for, game, 
get, on, end, 
hooked, for, hours, 
sleeping, for, night, 
relax, since, it, 
recommend, to, others, 
Increase, on, value, 
have, from, fan, 
displayed, for, milestones, 
fix, in, opinion, 
build, into, town, 
look, without, pop, 
took, for, while, 
Lasted, about, week, 
improves, in, way, 
had, with, game, 
finished, with, 5stars, 
expand, on, it, 
improved, on, iteration, 
move, to, settlements, 
looking, for, something, 
looking, for, time, 
enjoy, during, map, 
spent, on, couch, 
upgrade, from, version, 
brings, to, table, 
Picked, on, whim, 
do, for, reading, 
gating, with, etc, 
waiting, on, game, 
waiting, with, much, 
playing, in, intervals, 
gifting, to, adventurer, 
allow, to, notifications, 
go, For, new, 
go, for, it, 
manage, on, time, 
put, with, them, 
put, over, time, 
going, after, that, 
loved, like, thanks, 
unwind, after, work, 
Got, by, end, 
take, to, settings, 
mute, on, it, 
turn, into, box, 
spent, in, it, 
played, with, content, 
playing, for, time, 
get, into, ups, 
made, from, kairosoft, 
