VERB, PREP, POBJ, 
think, of, game, 
suited, for, devices, 
getting, across, map, 
comimg, to, game, 
Play, at, %, 
r.2012, na, PC, 
cenu, to, TOP, 
Note, to, nádhera, 
Toned, from, version, 
Pray, to, RnG, 
stuck, at, mission, 
feels, after, while, 
run, on, my, 
omitted, from, version, 
Played, for, all, 
play, on, phone, 
crashes, after, hours, 
cloud, on, galaxy, 
get, for, years, 
locked, at, 30fps, 
run, at, 120fps, 
run, without, problems, 
run, at, settings, 
beating, on, pc, 
put, on, mobile, 
Work, for, 3/4, 
expecting, on, port, 
load, in, game, 
releases, on, Android, 
save, on, S7, 
Keeps, on, giving, 
works, with, phones, 
play, on, mobile, 
playing, on, pc, 
Went, from, 5, 
Went, from, 1, 
have, on, mobile, 
save, in, Cloud, 
wait, for, xcom, 
crashes, to, launcher, 
fit, with, bars, 
Worked, on, versions, 
seems, on, ThinQ., 
have, for, it, 
compared, to, ps3, 
play, with, son, 
play, in, mode, 
made, for, version, 
work, on, versions, 
put, into, it, 
playing, on, devices, 
moving, to, roof, 
updated, since, 2017, 
blame, for, saves, 
viewed, through, app, 
interact, with, major, 
go, with, it, 
rebuy, on, PC, 
beat, with, expansions, 
bother, with, games, 
play, on, galaxy, 
connect, with, soilder, 
focused, on, scenario, 
updating, to, android, 
expect, from, releases, 
allow, for, devices, 
come, to, Android, 
give, at, point, 
change, after, lmao, 
get, on, Android, 
runs, on, phone, 
runs, than, xbox, 
displayed, In, fact, 
start, from, point, 
progress, through, mission, 
look, around, levels, 
work, for, me, 
played, on, platforms, 
delights, in, tactics, 
work, on, phones, 
get, on, top, 
restricted, to, slots, 
freezes, during, loads, 
leads, to, slots, 
leads, to, frustration, 
moving, from, ground, 
moving, to, elevation, 
looking, to, port, 
crashes, on, startup, 
looking, for, what, 
work, on, S7, 
go, to, waste, 
go, with, resolution, 
play, for, bits, 
play, on, PC, 
finished, on, phone, 
related, to, feature, 
xcom2, for, android, 
payed, for, this, 
play, in, force, 
optimized, for, phones, 
played, on, PS4, 
converting, to, mobile, 
Proceed, with, caution, 
are, On, phone, 
play, on, laptop, 
attempt, on, formats, 
move, into, them, 
work, on, Samsung, 
Love, on, pc, 
play, on, phone, 
bought, on, platform, 
bought, to, ps4, 
made, for, mobile, 
resolves, with, attempt, 
crashing, for, oneplus, 
Fight, for, God, 
have, on, chromebook, 
jumped, on, it, 
notice, in, missions, 
updated, in, years, 
rise, throughout, continents, 
works, on, s10e, 
works, with, OS, 
Love, on, phone, 
STAY, AS, I'M, 
wait, for, Collection, 
wait, in, 2021, 
play, on, difficulty, 
turn, from, pc, 
work, on, phone, 
froze, on, screens, 
made, While, game, 
made, for, device, 
run, on, tablet, 
played, in, couple, 
go, to, menu, 
stop, After, loading, 
play, on, phone, 
seems, as, version, 
runs, on, XZ2, 
save, to, cloud, 
Running, on, pixel, 
Running, on, 2, 
recommend, for, people, 
playing, on, screen, 
thumbs, to, developers, 
play, for, couple, 
crashing, after, introduction, 
playing, in, phone, 
enjoy, with, screen, 
released, Within, that, 
released, for, consoles, 
released, in, 2012, 
floating, in, air, 
play, on, plane, 
play, as, game, 
compared, to, release, 
fixed, with, glitches, 
addicted, to, stress, 
screw, over, operative, 
screw, due, click, 
controls, for, zoom, 
confused, with, turn, 
shoot, from, times, 
shoot, in, row, 
miss, with, gun, 
see, in, gameplay, 
spending, on, this, 
Avoid, like, plague, 
kick, at, level, 
get, to, missions, 
bring, to, mobile, 
benefit, from, practice, 
bring, with, lack, 
bring, to, table, 
get, on, try, 
looking, for, game, 
played, through, times, 
works, as, cheapest, 
see, on, game, 
save, on, cloud, 
continue, on, phone, 
put, in, menu, 
crashes, at, menu, 
pay, for, game, 
shines, in, gameplay, 
start, with, nothing, 
end, at, feeling, 
played, for, years, 
brought, to, 👌, 
seem, at, times, 
Finished, on, modes, 
waiting, for, port, 
wasted, on, game, 
playing, on, GS9, 
bring, to, platforms, 
infested, from, clicking, 
plays, on, screen, 
zooming, on, characters, 
look, like, what, 
broken, due, updates, 
came, with, Soldier, 
added, to, soldiers, 
buy, on, cause, 
get, to, controls, 
used, to, game, 
shorten, at, work, 
installed, for, year, 
Played, through, twice, 
Played, on, console, 
crash, in, days, 
encountered, on, platform, 
want, in, life, 
ignored, on, platforms, 
clip, off, map, 
prevents, after, Sectopods, 
playing, for, days, 
crashing, before, mission, 
Wasted, on, one, 
cut, on, screen, 
update, for, version, 
complaining, about, controls, 
look, For, everyone, 
put, on, boy, 
put, for, few, 
switching, on, phone, 
hear, After, time, 
save, on, cloud, 
listened, to, reviews, 
paid, for, it, 
work, on, note, 
get, through, mission, 
restarted, for, glitches, 
crashing, in, A, 
advance, in, mission, 
remembered, in, PC, 
owned, For, those, 
comes, from, genre, 
bombarding, with, ads, 
Translated, to, mobile, 
play, on, computers, 
play, on, mobile, 
Asking, for, permissions, 
looking, for, what, 
get, on, level, 
done, during, play, 
reinstalled, in, days, 
clear, for, install, 
gotten, into, it, 
attest, to, bugs, 
built, after, update, 
built, for, version, 
Living, to, legacy, 
want, on, go, 
change, to, stars, 
place, in, squares, 
play, on, phone, 
release, for, platform, 
takes, to, level, 
playing, for, month, 
hits, on, note, 
gets, to, version, 
leads, into, mission, 
leads, in, version, 
played, on, pc, 
compare, to, that, 
pay, for, game, 
run, into, bugs, 
see, in, section, 
played, on, 2017, 
stay, at, max, 
support, than, 16:9, 
look, for, size, 
function, on, galaxy, 
get, past, controls, 
save, to, cloud, 
wanted, As, fan, 
run, on, devices, 
fighting, on, turn, 
feel, like, product, 
show, on, screen, 
Played, on, pc, 
try, on, android, 
becomes, into, mission, 
played, on, One, 
replaying, for, year, 
Play, in, phone, 
go, by, arrows, 
zoomed, in, view, 
complain, about, game, 
finish, like, times, 
finish, in, life, 
crashes, after, click, 
work, on, one, 
Played, on, phone, 
deviate, from, instructions, 
stuck, in, room, 
functioning, until, hurdle, 
has, on, levels, 
finished, across, 100s, 
ai, for, commute, 
paid, for, game, 
Going, into, screen, 
broken, as, half, 
have, on, go, 
concentrate, on, strategy, 
play, on, mobile, 
found, on, mission, 
hanging, during, gameplay, 
improving, on, mobile, 
challenging, on, difficulty, 
felt, like, loss, 
permadeath, in, game, 
heard, from, them, 
give, in, future, 
take, with, me, 
updated, for, PC, 
ported, to, mobile, 
Got, By, Banana, 
connected, to, cloud, 
seen, on, store, 
give, on, update, 
feels, like, problem, 
Seems, like, game, 
love, to, death, 
works, on, devices, 
use, for, things, 
climbing, to, floors, 
makes, in, turn, 
work, with, versions, 
stuck, on, container, 
work, on, versions, 
verging, on, abandonware, 
update, to, functionality, 
play, on, setting, 
start, from, begining, 
read, before, purchasing, 
work, on, versions, 
working, on, tablet, 
install, on, devices, 
adapted, for, phones, 
save, on, Clouds, 
built, for, version, 
checking, for, updates, 
finish, on, android, 
crashes, at, point, 
spend, on, this, 
running, with, men, 
play, on, difficulty, 
play, through, story, 
put, in, OverWatch, 
make, for, android, 
used, in, Android, 
played, through, 1, 
looking, to, squad, 
work, with, galaxy, 
Gets, to, end, 
restart, in, hours, 
want, in, store, 
compared, to, rest, 
watch, down, end, 
think, of, movement, 
Crash, on, load, 
Wait, for, you, 
Coping, with, controls, 
meant, for, screen, 
Deal, with, it, 
playing, with, multiplayer, 
playing, at, day, 
connect, to, friendship, 
used, for, multiplayer, 
updated, to, system, 
loved, since, version, 
bugged, during, operation, 
fixed, after, review, 
get, in, game, 
Payed, for, game, 
Payed, on, Live, 
Played, through, game, 
make, in, purchases, 
crashing, at, beginning, 
crashing, on, tablet, 
dissapointing, for, me, 
Ran, on, LG, 
used, on, phone, 
going, for, game, 
work, on, 8hd, 
stuck, at, screen, 
ported, over, game, 
work, on, devices, 
Played, on, S10, 
Lowered, to, stars, 
played, through, titles, 
shoot, in, face, 
add, to, game, 
ported, to, Android, 
making, through, portion, 
playing, through, mission, 
playing, due, issues, 
play, on, ps4, 
added, like, mode, 
pay, in, depth, 
work, on, anything, 
start, since, update, 
start, on, note, 
load, on, mission, 
loved, on, pc, 
manages, for, reason, 
made, for, mobile, 
play, like, one, 
see, because, resolution, 
bought, from, phone, 
bought, for, girl, 
interrupted, in, game, 
updated, in, time, 
crashes, For, me, 
crashes, at, beginning, 
playing, on, A6, 
updated, in, years, 
playing, on, phone, 
played, on, tablet, 
ported, to, devices, 
working, for, devices, 
paid, for, what, 
bringing, on, android, 
Craving, for, more, 
bear, in, mind, 
updated, in, years, 
made, for, version, 
connect, to, play, 
connect, to, play, 
update, to, stars, 
Reinstalled, on, tablet, 
Update, to, version, 
have, on, games, 
lags, at, time, 
bought, from, tobad, 
play, with, touchscreen, 
liked, on, PC, 
turn, Within, content, 
turn, on, PC, 
connect, since, update, 
connect, to, play, 
playing, since, release, 
had, on, phone, 
had, since, Note, 
getting, on, game, 
Tried, on, devices, 
download, after, %, 
kicking, before, load, 
earned, in, book, 
link, with, gameplay, 
link, for, achievement, 
paid, for, premium, 
got, after, couple, 
bugs, after, turns, 
work, on, Galaxy, 
save, on, phone, 
kicks, to, homescreen, 
plugged, to, mains, 
long, for, games, 
Put, into, this, 
tap, at, elevation, 
tap, through, ceiling, 
occur, on, devices, 
missing, from, game, 
has, with, them, 
gets, on, maps, 
select, in, ship, 
select, during, tutorial, 
enjoyed, on, PC, 
finished, in, day, 
finished, in, try, 
paying, for, game, 
climb, on, roof, 
work, on, Android, 
Stuck, at, %, 
restarted, through, day, 
use, in, mission, 
have, with, that, 
play, on, phone, 
work, on, update, 
do, in, sitting, 
adapting, to, mobile, 
Works, with, android, 
Watch, with, button, 
save, at, time, 
play, for, year, 
works, on, 3xl, 
works, with, Android, 
save, to, cloud, 
plays, with, something, 
work, with, Android, 
working, for, reason, 
moved, in, turn, 
had, on, 360, 
take, on, phone, 
Worked, on, android, 
means, in, 2017, 
purchased, in, iphone, 
bought, for, android, 
hitting, with, shotgun, 
gave, for, sake, 
playing, on, xbox, 
download, onto, tablet, 
change, to, 5, 
quit, by, itself, 
do, about, it, 
played, on, mobile, 
invite, in, tale, 
translates, to, devices, 
figure, over, time, 
works, on, Z3, 
account, for, iteration, 
working, on, device, 
Pick, on, PC, 
play, on, settings, 
coming, to, app, 
work, with, version, 
get, into, position, 
Get, on, reboot, 
looking, at, level, 
save, in, clouds, 
Tried, on, devices, 
get, past, mission, 
works, on, note, 
instal, on, nexus, 
got, on, sale, 
work, on, Android, 
stop, on, turn, 
paid, for, this, 
had, on, pc, 
work, with, versions, 
install, without, issue, 
tested, with, apps, 
payed, for, what, 
cloud, in, android, 
Tried, for, hours, 
get, past, percentage, 
hangs, on, mission, 
migrated, from, consoles, 
work, in, IT, 
get, with, HUD, 
play, on, mobile, 
played, on, PC, 
connect, to, play, 
playing, for, days, 
playing, in, experience, 
seen, in, game, 
optimized, for, devices, 
add, to, game, 
locks, on, S10plus, 
Love, on, tablet, 
download, to, phone, 
looking, for, that, 
putted, for, this, 
Love, on, PC, 
tinkering, with, permissions, 
carry, to, extraction, 
eliminate, in, AO, 
counted, as, KIA, 
do, with, them, 
Hangs, on, screen, 
freeze, in, mission, 
played, on, phone, 
install, on, S8, 
crash, by, %, 
exits, after, screen, 
ported, to, phones, 
filled, tk, brim, 
go, from, part, 
start, on, Android, 
clicking, in, menu, 
feel, on, game, 
come, with, more, 
run, on, HD8, 
running, on, phone, 
install, to, g5, 
fits, on, screen, 
play, on, Note, 
have, on, xbox, 
crashes, at, start, 
coincides, with, truth, 
put, on, PC, 
looks, on, Phone, 
