VERB, PREP, POBJ, 
playing, on, pc, 
play, on, mobile, 
need, to, multiplayer, 
bummed, about, it, 
played, for, minutes, 
ignore, due, credit, 
getting, at, price, 
withdraw, into, bank, 
reverted, like, day, 
reverted, with, items, 
happens, for, time, 
love, on, mobile, 
release, on, mobile, 
played, on, account, 
download, on, Chromebook, 
worked, since, day, 
get, past, day, 
load, to, phone, 
happens, to, device, 
keep, for, sig, 
obtaining, from, event, 
see, like, game, 
play, for, year, 
build, for, wants,,,make, 
build, like, gangstar, 
launch, past, character, 
fiddling, with, it, 
loved, for, years, 
live, as, builder, 
waiting, for, outfit, 
compared, to, platforms, 
gets, on, mobile, 
seems, in, settings, 
used, to, them, 
play, for, PC, 
jumped, at, chance, 
discovering, With, content, 
do, in, game, 
go, to, inventory, 
have, in, inventory, 
do, in, game, 
crashes, after, update, 
happen, for, me, 
happen, in, patch, 
let, into, ruins, 
pays, to, it, 
go, to, sleep, 
match, with, sound, 
playing, on, phone, 
playing, than, DS, 
wish, for, things, 
release, at, sandrock, 
played, on, PC, 
turning, for, cellphone, 
get, past, creation, 
thank, for, response, 
compared, to, launch, 
buy, for, those, 
playing, in, game, 
Remind, of, Factory, 
went, to, commerce, 
go, inside, commerce, 
loved, on, console, 
added, on, mobile, 
recommend, to, anyone, 
buy, For, time, 
buy, without, thought, 
having, with, this, 
mining, with, joystick, 
tap, on, furnace, 
reminds, of, moon, 
reminds, with, more, 
spending, at, Portia, 
Thank, for, fixes, 
Thank, to, game, 
playing, at, Portia, 
thank, for, hardwork, 
played, for, 2weeks, 
add, for, seasons, 
move, for, some, 
clip, through, hands, 
based, on, capability, 
run, with, setting, 
played, on, computer, 
Played, in, version, 
Fell, in, love, 
Played, on, heckas, 
playing, at, pace, 
progress, because, it, 
played, on, pc, 
finish, on, mobile, 
buy, about, house, 
make, with, type, 
make, about, aquarium, 
play, on, PC, 
stuck, inside, table, 
included, in, version, 
going, in, workshop, 
step, outside, gate, 
going, without, friends, 
going, for, multiplayers, 
autosave, on, game, 
playing, on, vivo, 
take, to, point, 
keep, to, game, 
cleaned, from, games, 
consider, like, me, 
toggle, on, right, 
playing, on, PC, 
enjoying, on, mobile, 
think, of, that, 
use, with, it, 
holding, in, position, 
wait, for, Time, 
make, because, attack, 
finding, during, sequence, 
get, for, money, 
keeps, on, Pixel, 
stuck, at, screen, 
waiting, for, hours, 
regarding, with, Petra, 
Looking, for, game, 
play, on, pc, 
port, to, version, 
porting, to, mobile, 
stuck, at, screen, 
loved, on, console, 
working, in, game, 
were, in, hospital, 
play, on, device, 
upload, to, cloud, 
download, on, mate, 
restart, over, game, 
play, in, voiceovers, 
own, on, pc, 
continue, without, problem, 
socialize, with, NPCs, 
drop, from, fps, 
drop, to, fps, 
handle, at, fps, 
get, on, settings, 
fix, for, 60, 
focus, on, stuff, 
Make, with, EVERYONE, 
Speedrun, in, hours, 
looking, for, updates, 
buy, on, android, 
making, on, job, 
like, about, this, 
unoptimized, on, SD860, 
unoptimized, after, update, 
drop, in, playing, 
set, on, fps, 
set, in, SD, 
loved, on, PC, 
play, on, phone, 
plays, on, Samsung, 
agree, with, others, 
read, with, scheme, 
play, in, pc, 
come, to, mobile, 
add, For, devs, 
see, in, bag, 
optimized, for, android, 
keeping, after, minutes, 
stuck, in, quest, 
attached, along, mail, 
attached, into, it, 
playing, till, content, 
reminds, of, moon, 
played, in, run, 
release, on, android, 
recommend, to, game, 
changing, from, green, 
stuck, at, Login, 
fixed, without, hesitation, 
greeted, with, game, 
marry, to, anyone, 
Bought, on, PC, 
buy, on, android, 
looking, towards, towncenter, 
updating, to, stars, 
allow, with, fps, 
took, at, place, 
Played, on, xbox, 
stick, in, place, 
optimized, on, device, 
buy, in, pc, 
match, on, platform, 
Looking, for, updates, 
loving, on, 🙂, 
put, on, floor, 
put, like, carpet, 
remove, after, house, 
looks, After, update, 
cared, about, community, 
bring, like, version, 
wait, for, update, 
are, beside, that, 
hoping, for, updates, 
played, on, PC, 
spent, on, part, 
come, to, hand, 
load, from, counterpart, 
hope, in, future, 
hope, like, valley, 
paid, for, game, 
buy, for, idr, 
played, in, life, 
love, from, characters, 
became, For, me, 
Thank, for, port, 
runs, with, flaws, 
press, for, minutes, 
stuck, on, place, 
running, to, wall, 
open, In, case, 
rid, of, it, 
look, on, s7, 
start, from, scratch, 
going, to, board, 
do, in, farm, 
marry, in, game, 
Running, on, F1, 
Love, since, version, 
stuck, on, screen, 
stuck, for, straight, 
got, on, steam, 
had, in, jaw, 
need, on, smartphone, 
Thank, for, fixing, 
link, to, account, 
played, like, game, 
played, on, pc, 
Thank, to, developers, 
Thank, for, work, 
playing, for, days, 
saving, to, cloud, 
slide, to, direction, 
Done, for, Game, 
Runs, with, option, 
Knocked, over, hrs, 
got, on, sale, 
keeps, on, loading, 
keeps, from, stars, 
optimized, for, mobile, 
use, with, games, 
enter, to, Guild, 
have, on, platforms, 
waiting, for, port, 
waiting, since, dot, 
Looking, to, updates, 
Looking, in, future, 
have, on, One, 
have, since, day, 
adapted, to, Mobile, 
adapted, with, feature, 
exiting, via, menu, 
looking, for, game, 
progresses, as, game, 
works, with, moto, 
played, on, PC, 
looks, with, look, 
paid, for, game, 
play, because, this, 
play, on, phone, 
unlock, in, updates, 
flickering, with, silhouette, 
releasing, for, mobile, 
synced, with, Xbox, 
play, on, mobile, 
carried, to, guild, 
keeps, on, freezing, 
relaxing, at, time, 
start, during, weekends, 
crashing, after, day, 
get, with, solution, 
note, in, creation, 
seen, Besides, that, 
works, on, phone, 
get, to, screen, 
get, on, chromebook, 
combining, with, gameplay, 
wait, for, time, 
loaded, for, hour, 
runs, on, S, 
change, to, stars, 
keeps, on, freezing, 
stayed, in, loading, 
prefer, over, version, 
use, with, game, 
indicate, to, life, 
play, at, pace, 
connecting, to, gamepad, 
rains, in, game, 
show, on, settings, 
change, in, game, 
run, on, phones, 
save, on, device, 
bring, to, mobile, 
think, In, background, 
feels, like, way, 
come, to, me, 
changing, into, tutorials, 
get, in, npc, 
get, on, mobile, 
got, on, mobile, 
added, in, voice, 
wait, for, support, 
entering, at, date, 
happened, for, me, 
looking, for, update, 
fades, to, screen, 
come, to, mobile, 
works, on, S10, 
supported, on, mobile, 
manage, than, versions, 
loved, from, get, 
go, on, switch, 
accompanied, with, music, 
socialising, with, NPC, 
fall, in, love, 
have, in, mobilr, 
smeared, on, characters, 
drained, in, creator, 
played, on, PC, 
moaning, about, price, 
pay, for, what, 
waiting, on, energy, 
looking, for, experience, 
perfected, to, way, 
make, with, drag, 
love, for, it, 
added, on, copies, 
have, in, version, 
do, on, go, 
closed, on, own, 
sink, to, game, 
sink, without, closing, 
buy, after, release, 
have, on, systems, 
waiting, for, someone, 
playing, on, xbox, 
became, from, pc, 
play, with, hand, 
play, for, things, 
Transfer, from, PC, 
love, like, moon, 
waitting, on, update, 
supported, with, gamepad, 
Played, on, console, 
runs, for, version, 
has, from, aspect, 
Looking, to, updates, 
brainstorming, in, order, 
playing, on, Xbox, 
Looks, like, moon, 
bring, to, audience, 
happens, to, both, 
load, for, me, 
exist, in, android, 
coming, from, console, 
open, on, Chromebook, 
talk, to, someone, 
expected, for, mobile, 
waited, for, this, 
love, on, pc, 
play, on, phone, 
happened, to, some, 
run, on, phone, 
Thank, for, benefit, 
heard, on, console, 
changing, to, drains, 
Playing, on, tablet, 
reduced, for, mobile, 
laying, on, pc, 
converted, to, mobile, 
connect, to, google, 
connect, to, account, 
runs, on, mobile, 
recommend, to, anyone, 
bind, to, Games, 
playing, on, PC, 
playing, for, min, 
log, to, play, 
m, in, loop, 
Worked, with, controller, 
press, outside, dialogue, 
beat, on, PC, 
connect, to, games, 
smeared, over, mouths, 
look, past, that, 
Move, to, version, 
Move, from, pc, 
Move, from, game, 
recommended, for, time, 
recommended, for, killing, 
try, on, mobile, 
