VERB, PREP, POBJ, 
have, like, stories, 
associated, with, adventures, 
builds, on, it, 
went, into, it, 
put, in, game, 
Finished, in, days, 
screaming, at, character, 
asking, For, days, 
asking, for, updates, 
helping, along, way, 
talk, in, itself, 
talking, without, plot, 
talking, to, Taylor, 
Looking, to, games, 
lying, to, customers, 
feel, like, events, 
played, like, isolation, 
killed, though, 😛, 
seems, like, day, 
seems, for, him, 
waiting, for, sucks, 
say, by, time, 
hit, on, moon, 
getting, until, end, 
played, in, minutes, 
talking, to, person, 
integrates, with, life, 
bonded, to, character, 
miss, in, space, 
write, to, story, 
cheering, on, Taylor, 
go, into, mode, 
care, about, character, 
played, over, couple, 
paid, for, this, 
scrolling, through, Facebook, 
recommend, for, people, 
dies, for, time, 
rewind, to, point, 
change, to, question, 
emerges, into, gameplay, 
looks, like, what, 
looks, like, it, 
disconnecting, with, player, 
enjoyed, for, time, 
make, like, it, 
move, to, one, 
attached, to, character, 
add, in, timer, 
waiting, for, message, 
recommend, for, people, 
survive, from, beginning, 
keeps, in, suspense, 
investing, in, chapters, 
add, to, experience, 
checking, for, notifications, 
Felt, like, Taylor, 
compete, with, it, 
became, to, me, 
became, for, title, 
get, from, texting, 
written, with, character, 
play, for, months, 
got, into, it, 
thank, for, game, 
play, as, refresher, 
work, with, Wear, 
Riveting, from, beginning, 
wait, for, more, 
stretch, to, max, 
is, of, it, 
Reminds, of, games, 
liked, in, day, 
play, in, spurts, 
waiting, for, trains, 
ramping, with, mystery, 
coming, from, which, 
engaging, as, book, 
played, in, time, 
reminded, in, cases, 
reminded, of, novel, 
recommend, to, anyone, 
forced, in, choices, 
hooked, from, start, 
Loved, about, it, 
immersed, in, story, 
hear, from, her, 
wait, for, one, 
addicted, to, gave, 
working, on, Watch, 
focuses, on, story, 
worked, to, ending, 
led, to, checks, 
chased, for, decision, 
add, to, feeling, 
making, at, point, 
intertwined, with, story, 
Addicting, as, hell, 
helping, through, journey, 
finish, on, attempt, 
recommending, to, friends, 
flies, after, update, 
thinking, about, updating, 
immerses, in, story, 
paid, for, game, 
Made, to, end, 
seems, for, cost, 
kill, during, flights, 
carry, between, games, 
Grew, with, adventures, 
choose, in, which, 
need, on, watch, 
getting, of, games, 
going, after, days, 
wait, for, stretches, 
wait, with, choices, 
play, on, Watch, 
play, as, way, 
create, in, device, 
create, forward, notifications, 
get, on, phone, 
Feeling, of, involvement, 
stuck, in, blizzard, 
talking, to, you, 
depends, on, you, 
depends, as, player, 
looking, for, him, 
worked, into, it, 
fell, in, love, 
talking, to, person, 
asks, in, permissions, 
got, in, panic, 
got, at, times, 
worried, over, Taylor, 
read, as, child, 
invested, in, survival, 
imagine, as, boy, 
stressing, over, game, 
engrossed, in, story, 
waiting, on, responses, 
capture, like, this, 
thinking, about, Taylor, 
thinking, over, last, 
got, into, it, 
making, with, me, 
reminded, of, friend, 
sent, to, space, 
sent, in, place, 
come, to, end, 
ruin, for, anyone, 
seems, like, game, 
wait, for, messages, 
pending, on, decisions, 
translate, to, Spanish, 
tied, to, time, 
tied, for, sense, 
feel, for, character, 
presents, in, way, 
communicating, with, someone, 
care, about, person, 
care, about, being, 
think, about, decisions, 
got, as, something, 
play, on, watch, 
drawn, into, character, 
concerned, for, wellbeing, 
have, on, hands, 
talking, to, person, 
helping, through, time, 
choose, Like, school, 
play, at, pace, 
spending, on, app, 
drawn, at, end, 
finished, for, time, 
fit, into, days, 
played, in, while, 
Hats, to, you, 
comes, in, waves, 
attached, to, characters, 
talking, to, Taylor, 
spiraling, on, scenarios, 
blows, like, girlfriend, 
choose, for, play, 
play, through, times, 
run, on, phone, 
message, via, notifications, 
care, for, him, 
talking, to, someone, 
stranded, on, room, 
directing, around, planet, 
caring, about, character, 
Choose, from, variety, 
progress, through, story, 
have, on, edge, 
have, for, days, 
forget, about, him, 
comes, to, games, 
care, for, Taylor, 
mutter, to, myself, 
picking, in, case, 
immersing, in, game, 
add, to, type, 
talking, to, character, 
feel, to, them, 
wait, for, more, 
wait, on, Taylor, 
finished, with, day, 
finished, in, love, 
paying, for, app, 
insulted, as, customer, 
impress, in, fashion, 
jump, at, night, 
jump, before, bed, 
look, at, bedtime, 
kept, at, speed, 
kept, for, part, 
made, As, someone, 
went, in, mode, 
waiting, for, decision, 
cared, about, Taylor, 
Continued, with, night, 
Waiting, for, game, 
let, In, order, 
wait, for, responses, 
respond, to, messages, 
fall, in, love, 
fall, with, character, 
attached, to, Taylor, 
hoped, for, more, 
thought, in, end, 
waiting, for, something, 
felt, at, times, 
engaging, in, conversation, 
go, through, it, 
killed, on, night, 
wait, through, night, 
playing, in, mode, 
paying, for, game, 
getting, with, questions, 
see, from, creators, 
stick, to, games, 
mentioned, on, tumblr, 
happens, with, choices, 
unfolded, in, end, 
make, off, moon, 
hang, for, long, 
becoming, like, friend, 
say, like, this, 
waiting, for, observation, 
thinking, about, Taylor, 
check, on, him, 
check, at, work, 
engrossed, in, story, 
engrossed, towards, end, 
wait, in, which, 
wait, for, notifications, 
looking, at, phone, 
hooked, at, start, 
tries, In, any, 
tries, to, hard, 
hanging, on, phone, 
begging, for, updates, 
feel, like, someone, 
talking, to, me, 
froze, to, death, 
hope, for, all, 
answer, to, him, 
tested, on, places, 
stick, with, path, 
read, For, example, 
have, after, chunks, 
played, for, minutes, 
done, to, death, 
predict, after, interactions, 
meet, in, games, 
turned, towards, end, 
get, in, time, 
continues, with, option, 
waffled, on, less, 
go, for, days, 
Choose, on, smartphone, 
play, at, time, 
immerse, in, concept, 
play, as, book, 
seemed, to, point, 
connected, to, Taylor, 
wait, for, him, 
had, at, reference, 
telling, in, format, 
feel, like, friend, 
feel, by, end, 
look, for, what, 
look, in, game, 
play, for, minutes, 
play, at, time, 
playing, in, time, 
attached, in, this, 
Starts, as, meh, 
played, through, it, 
picks, towards, end, 
played, to, endings, 
enjoyed, with, Taylor, 
enjoyed, over, days, 
leading, to, death, 
eat, at, time, 
recommend, to, anyone, 
asks, for, help, 
felt, like, it, 
text?Discriminate, against, users, 
text?Discriminate, from, Store, 
Kept, on, edge, 
Ran, through, it, 
Ran, in, hours, 
add, to, game, 
played, on, Android, 
play, like, me, 
carry, through, play, 
mixed, with, game, 
played, for, hours, 
play, from, watch, 
communicate, with, you, 
communicate, at, times, 
talking, in, life, 
weaves, in, chunks, 
weaves, for, those, 
want, without, scenes, 
trapped, in, planet, 
call, for, phone, 
Had, at, edge, 
attached, to, character, 
swept, on, adventure, 
spent, on, store, 
choose, in, android, 
look, at, shots, 
recommend, to, anyone, 
moved, to, card, 
get, at, night, 
Completed, after, 3days, 
Look, to, one, 
reminded, of, games, 
popped, into, mind, 
making, At, Taylor, 
root, for, nerd, 
reading, through, books, 
