VERB, PREP, POBJ, 
look, because, spot, 
fit, into, phone, 
struggling, in, league, 
put, for, corners, 
seen, in, life, 
spend, on, transfers, 
stats, in, tab, 
gives, before, start, 
came, to, it, 
embarrassed, as, programmer's, 
looking, to, it, 
put, as, compromise, 
offering, to, affiliates, 
put, on, loan, 
put, into, team, 
paid, after, update, 
sgd, for, game, 
change, after, player, 
stuck, on, match, 
stuck, on, mi, 
Came, in, season, 
Started, in, League, 
load, because, that, 
played, for, time, 
changing, during, view, 
played, at, trafford, 
seeing, during, view, 
Losing, for, months, 
losing, for, month, 
listed, at, mil, 
stop, with, inflation, 
brought, of, this, 
brought, in, years, 
miss, At, end, 
score, in, time, 
Tested, of, teams, 
score, from, box, 
edit, in, editor, 
edit, about, languange, 
bought, in, game, 
bought, for, fitur, 
had, before, version, 
works, for, company, 
has, in, purchases, 
paying, for, it, 
stop, for, tablets, 
bring, for, tablets, 
gone, from, match, 
play, because, error, 
give, by, options, 
put, for, contribution, 
occurring, from, versions, 
Searching, for, players, 
going, to, clubs, 
seems, with, features, 
fit, into, screen, 
come, with, review, 
open, after, seconds, 
Looks, like, game, 
signed, to, team, 
converted, into, points, 
reset, to, zero, 
reset, for, players, 
share, with, devs, 
get, in, touch, 
conceding, in, min, 
done, on, transfers, 
done, about, greens, 
defined, like, version, 
fix, in, update, 
scroll, through, list, 
scrolls, to, position, 
see, at, bottom, 
played, about, hour, 
gets, with, updates, 
improve, past, good, 
leave, because, this, 
compared, to, life, 
searching, for, player, 
go, to, club, 
come, off, screen, 
choose, in, first, 
came, to, issue, 
play, with, players, 
play, as, substitutes, 
have, on, S21, 
add, like, Moldova, 
start, with, countries, 
rise, to, 5, 
come, for, this, 
needs, like, installments, 
buying, from, you, 
played, since, version, 
upgrade, from, store, 
going, after, version, 
play, on, it, 
sign, for, money, 
crashed, whilst, playing, 
adapt, to, screen, 
buying, for, years, 
do, with, ways, 
pay, for, player, 
pay, like, game, 
buy, as, amazing, 
crash, from, game, 
request, for, refund, 
got, to, cup, 
paying, for, game, 
listen, for, season, 
played, for, year, 
froze, on, game, 
listened, to, doubters, 
have, at, moment, 
sell, in, game, 
depending, on, performance, 
sign, into, games, 
sign, with, game, 
report, via, report, 
look, at, center, 
click, On, occasions, 
overlap, On, day, 
find, about, match, 
click, into, fixtures, 
change, to, light, 
released, as, mode, 
Downloaded, onto, chomebook, 
Started, as, game, 
crashing, on, Samsung, 
see, in, 2021, 
grow, on, me, 
stretched, in, phone, 
change, during, game, 
have, in, match, 
continue, as, version, 
looks, like, throwback, 
moving, through, screens, 
download, in, phone, 
change, under, options, 
spammed, After, week, 
spammed, under, bid, 
sell, for, value, 
expects, in, return, 
cope, with, values, 
sort, for, me, 
loved, since, 2000, 
see, without, matches, 
reverting, to, manager, 
saved, from, night, 
playing, on, brick, 
having, with, display, 
opted, for, refund, 
paid, for, game, 
changed, from, games, 
win, in, day, 
unlock, on, Board, 
look, like, something, 
m, since, fmm, 
m, since, 😥, 
m, since, 🙏, 
changed, including, scrolling, 
fixed, over, hours, 
fixed, down, iam, 
fixed, at, start, 
offered, for, players, 
hidden, behind, one, 
has, after, clock, 
Feels, like, FM21, 
start, Like, FM21, 
lag, except, one, 
looks, like, version, 
looking, to, fm22, 
have, after, days, 
do, with, engine, 
bought, for, years, 
had, until, 2022, 
press, on, etc, 
stretching, on, S20, 
recommend, to, everyone, 
talking, about, limitations, 
pay, for, these, 
feel, like, step, 
sink, into, manager, 
fixed, for, me, 
sorted, with, screen, 
Come, on, guys, 
enjoying, for, problem, 
fixed, with, update, 
feel, like, much, 
changed, since, one, 
click, on, features, 
starts, with, screen, 
got, in, game, 
got, to, point, 
make, like, that, 
make, with, detail, 
start, with, club, 
want, to, it, 
PLAY, FOR, NATION, 
DOING, FROM, BOARD, 
ADD, WITH, QUALITIES, 
navigate, around, game, 
build, because, that, 
wanting, for, players, 
wanting, at, start, 
sticking, at, it, 
get, into, it, 
feels, with, updates, 
get, for, prices, 
changed, from, players, 
changed, in, style, 
feels, like, fm21, 
comes, to, loading, 
looks, on, stretch, 
playing, since, 2018, 
chasing, at, half, 
score, from, far, 
run, to, corner, 
taken, at, moment, 
reopening, after, opening, 
had, for, days, 
played, for, while, 
instruct, via, shouts, 
looks, like, game, 
initialising, for, mins, 
loading, with, league, 
played, to, date, 
base, off, reviews, 
gone, from, HD, 
gone, to, potato, 
Paid, for, game, 
purchase, for, coach, 
fix, as, screen, 
stretched, to, screen, 
coming, for, mins, 
goes, from, hd, 
goes, to, television, 
report, through, game, 
fix, with, resolution, 
stretched, across, phone, 
looking, for, refund, 
get, after, 5mins, 
scoring, from, middle, 
played, with, characters, 
generated, on, players, 
work, on, screen, 
stick, with, Worlds, 
used, of, color, 
used, to, it, 
broken, on, Day, 
demote, to, reserves, 
grows, with, players, 
wants, to, loan, 
filling, in, HD, 
fit, with, scaling, 
hurts, with, screen, 
described, on, commentary, 
Crashed, after, season, 
Worked, for, hours, 
charging, for, game, 
stretched, with, proportion, 
place, in, team, 
add, in, game, 
charge, for, lot, 
decrease, by, 1000, 
releasing, on, mobile, 
buying, after, mins, 
play, against, teams, 
play, during, play, 
lose, with, crayons, 
stick, with, one, 
paid, for, this, 
bought, on, android, 
bought, for, years, 
Goes, from, HD, 
fitting, on, screen, 
lose, to, burnley, 
beating, with, team, 
check, on, this, 
played, on, device, 
played, without, problems, 
zoomed, to, much, 
play, with, settings, 
done, for, years, 
crashing, on, Samsung, 
playing, on, mode, 
playing, on, Ultra, 
have, As, comparison, 
Playing, for, days, 
move, to, areas, 
load, onto, menu, 
displayed, in, box, 
displayed, in, middle, 
Works, like, charm, 
crashed, by, game, 
relook, at, that, 
speaking, from, ignorance, 
paid, for, patch, 
relegated, to, fm, 
last, for, 3, 
stretches, for, reason, 
fit, on, screen, 
get, to, half, 
get, to, time, 
get, in, match, 
Based, on, comments, 
looking, to, this, 
increasing, to, screen, 
see, on, PlayStation, 
get, on, screen, 
Worked, on, play, 
played, for, hours, 
Fix, for, game, 
opened, on, mobile, 
fixing, via, options, 
offer, on, mobile, 
priced, in, case, 
went, on, it, 
streached, on, s21, 
working, until, couple, 
get, to, half, 
get, in, game, 
fit, to, screen, 
wanted, over, game, 
come, to, senses, 
move, to, game, 
looks, like, game, 
draw, in, customers, 
bought, for, time, 
disappointed, in, Mobile, 
asked, for, this, 
fix, for, support, 
support, after, years, 
does, for, phone, 
live, to, mark, 
detoriated, since, FM, 
detoriated, in, FM, 
sell, for, price, 
overpay, for, weakest, 
played, for, years, 
played, On, Mobile, 
played, for, while, 
play, in, state, 
opens, with, screen, 
takes, to, hour, 
load, in, country, 
work, on, Ultra, 
stretched, in, places, 
stuck, on, screen, 
stuck, for, minutes, 
looking, to, edition, 
crashed, at, save, 
gone, after, restart, 
fix, on, device, 
look, like, it, 
look, from, 1990s, 
have, after, load, 
stretch, via, interface, 
paid, for, game, 
stretched, on, time, 
work, on, tab, 
looking, to, this, 
charged, for, it, 
stretched, on, ultra, 
looks, as, result, 
fix, with, game, 
turned, into, layout, 
turned, from, 2003, 
play, on, phone, 
win, with, squad, 
become, under, manager, 
noticed, in, game, 
show, for, team(which, 
look, into, that, 
play, on, C21, 
gets, to, game, 
stretching, after, times, 
continue, for, normal, 
set, than, year, 
offer, to, club, 
changes, between, games, 
change, to, line, 
play, than, this, 
stuck, with, touch, 
see, on, s21, 
change, to, color, 
playing, for, time, 
crashing, on, startup, 
optimised, for, Fold, 
knocked, out, park, 
downloading, by, reviews, 
knocking, out, cup, 
improve, in, engine, 
Looking, to, release, 
buy, on, go, 
compared, to, versions, 
work, on, s6, 
compared, to, fmtouch, 
asking, for, refund, 
Stuck, at, game, 
purchasing, through, play, 
run, for, time, 
