VERB, PREP, POBJ, 
went, down, snake, 
recommend, for, anyone, 
keeps, on, toes, 
Recommended, for, people, 
playing, for, time, 
blindfolded, with, feet, 
using, as, controller, 
built, for, controls, 
rub, over, spot, 
used, as, excuse, 
make, to, angle, 
cave, near, start, 
throw, at, wall, 
reacted, to, fall, 
waisting, on, things, 
put, in, this, 
going, to, hell, 
Frustrating, in, way, 
got, with, pass, 
got, for, hahaha, 
got, with, pass, 
launched, to, bottom, 
ends, with, me, 
going, above, ground, 
allow, for, movement, 
celeste, in, regard, 
falling, In, this, 
learn, In, game, 
died, In, celeste, 
died, In, time, 
beat, with, 40, 
come, with, game, 
challenging, at, first, 
got, after, bit, 
got, for, me, 
is, for, developer, 
get, over, it, 
come, for, more, 
live, for, it, 
played, on, platforms, 
seem, despite, complaints, 
work, in, experience, 
get, over, it, 
had, at, beginning, 
discuss, with, Google, 
translates, to, mobile, 
finshed, in, week, 
used, to, it, 
put, as, star, 
get, past, object, 
result, in, movements, 
result, with, sensitivity, 
cause, for, one, 
feel, like, person, 
recommend, to, you, 
get, over, mountain, 
suck, at, it, 
s, in, places, 
playing, on, screen, 
felt, at, end, 
enable, like, it, 
suffer, through, game, 
flicks, at, point, 
playing, on, steam, 
works, as, game, 
play, in, doses, 
subscribe, to, number, 
recommend, on, book, 
recommend, with, mouse, 
expect, to, it, 
play, for, time, 
work, for, me, 
get, over, something, 
flings, at, speed, 
flings, with, swipe, 
tried, to, speedruning, 
making, of, you, 
encourages, of, game, 
play, on, mobile, 
optimized, for, mobile, 
yeeted, after, that, 
yeeted, to, play, 
gaved, to, me, 
laugh, at, mistake, 
Puts, into, perspective, 
spending, on, steam, 
runs, at, 20FPS, 
cost, on, Samsung, 
Bought, with, money, 
costs, minus, money, 
playing, with, sensitivity, 
love, for, me, 
wasted, for, game, 
remove, from, world, 
PLAY, FOR, FUN, 
goes, in, head, 
adding, to, anger, 
made, for, what, 
pushing, to, limit, 
beating, on, mobile, 
beating, as, play, 
made, past, anything, 
made, for, days, 
compared, to, version, 
getting, over, it, 
add, to, it, 
covering, due, controls, 
launching, off, mountain, 
started, from, where, 
getting, into, what, 
get, past, cave, 
get, with, lights, 
get, at, game, 
place, on, something, 
beaten, on, platforms, 
fall, to, beginning, 
scaling, with, sledgehammer, 
trapped, in, couldron, 
have, After, weeks, 
go, for, game, 
love, if, it, 
get, to, it, 
get, past, lights, 
compared, to, version, 
getting, past, section, 
agree, with, mistake, 
getting, over, it, 
get, past, obstacle, 
made, for, yourself, 
fell, because, Foddey, 
make, to, hard, 
stuck, at, level, 
think, of, anything, 
think, in, terms, 
reach, for, while, 
tapping, after, move, 
play, for, HOURS, 
rely, on, luck, 
get, within, pixels, 
die, on, inside, 
getting, over, tree, 
getting, at, beginning, 
f'ing, of, game, 
wait, for, map, 
hate, at, time, 
hurl, at, wall, 
hurl, over, this, 
stands, to, version, 
increase, on, store, 
refunded, in, life, 
burn, in, hell, 
came, to, creator, 
swing, in, direction, 
touching, over, model, 
played, for, min, 
's, to, it, 
looking, for, what, 
get, past, chimney, 
run, at, settings, 
lags, like, motherf*cker, 
beat, on, phone, 
beat, at, games, 
beat, in, try, 
RIP, IN, POT, 
enducing, at, time, 
talking, about, glitches, 
reminds, of, 2019, 
respond, to, input, 
climb, between, rocks, 
arc, on, screen, 
arc, at, time, 
going, through, things, 
got, to, part, 
got, after, chunk, 
WAAAAY, to, slippery, 
spent, on, part, 
stop, at, time, 
do, like, challenge, 
playing, on, pc, 
get, over, it, 
did, on, lol, 
GO, TO, APPS, 
took, after, that, 
got, to, ladder, 
get, on, it, 
move, across, you, 
talking, to, you, 
get, over, it, 
said, on, mobile, 
learn, from, him, 
gotten, to, mountain, 
give, to, game, 
addicted, to, game, 
completed, for, fun, 
complete, in, minute, 
love, at, time, 
waste, on, game, 
space, for, second, 
happened, to, me, 
happened, to, me, 
make, to, top, 
make, to, prize, 
get, over, life, 
goes, to, people, 
get, past, part, 
replies, to, question, 
keeping, for, stream, 
Listen, to, me, 
Fun, for, seconds, 
snap, in, noodlecake, 
beat, in, hours, 
do, to, na, 
bouncing, for, nothing, 
played, for, yourself, 
listen, to, noobs, 
came, on, mobile, 
playing, for, game, 
used, to, orientation, 
play, with, controls, 
play, on, phone, 
runs, on, settings, 
runs, on, phone, 
get, After, wins, 
updated, to, Android, 
looks, like, fps, 
hurts, after, while, 
came, in, 2008, 
make, up, heap, 
rage, at, game, 
hangs, on, moto, 
turns, to, Gold, 
gone, into, game, 
collect, from, peoples, 
beat, from, point, 
get, to, it, 
playing, for, time, 
gets, in, way, 
play, for, time, 
turns, to, gold, 
hoping, for, luck, 
completing, for, times, 
Frustrating, like, other, 
pushes, to, opposite, 
suggest, to, one, 
delete, to, all, 
coming, from, PC, 
get, to, places, 
blowing, with, osmmmmm, 
introduced, to, concept, 
comes, to, ratings, 
based, on, concept, 
watch, on, YouTube, 
designed, on, principle, 
come, from, version, 
Took, on, try, 
GET, OVER, IT, 
get, on, Pixel, 
goes, beyond, controls, 
goes, into, behavior, 
beat, on, mobile, 
bad, at, game, 
leading, to, satisfaction, 
SKILLED, IN, ORDER, 
stuck, in, pot, 
expected, with, testing, 
thank, for, experience, 
play, on, computer, 
deleted, after, mins, 
kept, for, days, 
keep, in, mind, 
download, for, me, 
overcome, at, times, 
recommend, to, anyone, 
recommend, with, bit, 
looking, for, game, 
go, to, part, 
Suffer, From, Mattshea, 
get, over, mountain, 
respond, to, controls, 
broken, in, game, 
