VERB, PREP, POBJ, 
bought, on, mobile, 
play, on, go, 
play, with, game, 
play, on, chromebook, 
payed, for, game, 
went, to, Uninstalle, 
get, on, ps4, 
takes, like, 1/2, 
play, because, lag, 
played, without, lag, 
Keep, By, Tortoise, 
playing, on, computer, 
enjoyed, like, movie, 
play, with, friends, 
start, on, mode, 
die, from, slimes, 
pay, for, this, 
have, on, phone, 
get, on, dads, 
get, on, laptop, 
help, with, this, 
played, on, Xbox, 
playing, on, devices, 
open, on, phone, 
playing, for, years, 
feels, like, game, 
get, on, PC, 
clicked, on, it, 
show, on, tablet, 
wait, for, the, 
starve, in, 1.4.3, 
Looking, to, crossplay, 
cross, for, platforms, 
desire, in, game, 
do, in, game, 
keep, for, reason, 
play, for, minutes, 
running, on, phone, 
addicted, to, game, 
changed, for, better, 
used, to, them, 
getting, through, slow, 
play, for, second, 
Thank, for, 1.3, 
recommend, to, anyone, 
bought, in, past, 
caring, for, mobile, 
added, to, mobile, 
have, with, game, 
spent, on, lags, 
played, on, platform, 
beat, on, platform, 
loved, on, playform, 
live, without, it, 
playing, in, year, 
compare, to, versions, 
missing, like, cannon, 
buy, on, bosses, 
waiting, for, 1.4, 
end, for, mobile, 
captivated, since, moment, 
went, to, it, 
bought, from, store, 
logged, into, account, 
looking, to, this, 
put, into, it, 
getting, for, PC, 
talking, about, gameplay, 
complaining, about, controls, 
say, To, them, 
comes, to, mobile, 
play, on, platforms, 
placed, around, time, 
placed, with, axe, 
spent, on, game, 
done, with, this, 
play, with, friends, 
download, on, phone, 
sit, at, desk, 
sit, for, hours, 
makes, for, challenge, 
playing, on, mobile, 
get, Over, time, 
shotting, on, PC, 
deserves, As, game, 
built, to, sun, 
collect, for, all, 
do, in, game, 
invite, from.other, country, 
use, on, device, 
use, like, phone, 
wait, for, update, 
used, to, it, 
reccomend, since, it, 
get, on, pass, 
played, on, Xbox, 
played, through, game, 
have, with, mode, 
playing, with, friend, 
playing, on, goodbye, 
invested, into, it, 
accomplish, in, comparison, 
bring, into, world, 
came, upon, glitch, 
interact, with, game, 
stop, re, download, 
worked, on, game, 
Link, to, Xbox, 
getting, past, bosses, 
ported, to, pc, 
ported, from, phones, 
thank, for, game, 
read, about, controls, 
ran, for, years, 
gave, on, it, 
Loved, until, time, 
u, on, mobile, 
spend, on, game, 
play, with, friends, 
noticed, for, devs, 
pick, from, chest, 
leave, on, cursor, 
leave, in, slot, 
placed, in, slot, 
pressing, on, block, 
pressing, above, block, 
phase, through, block, 
connect, to, phone, 
suck, on, controls, 
pair, with, phone, 
work, on, chromebook, 
searching, for, it, 
searching, for, couple, 
happen, to, game, 
wait, for, 1.3, 
preffer, on, playsation, 
play, for, hour, 
connect, to, account, 
save, in, application, 
interact, with, anything, 
rizzle, to, mother, 
connected, to, internet, 
play, in, ride, 
greeted, with, a, 
connect, to, internet, 
looking, at, message, 
bought, on, time, 
spend, on, it, 
get, on, switch, 
get, for, controls, 
gone, like, that, 
play, for, years, 
Came, to, store, 
getting, on, nerves, 
WORK, WITH, REFUND, 
oque, deixa, em, 
took, over, months, 
spending, on, it, 
captivated, for, lifetime, 
are, for, mobile, 
came, to, page, 
download, onto, computer, 
listed, as, option, 
look, into, screen, 
given, for, games, 
forget, about, it, 
played, in, time, 
got, through, pandemic, 
save, from, phone, 
save, to, this, 
put, into, it, 
compared, to, games, 
leave, on, game, 
connect, with, brother, 
recomend, to, anyone, 
brought, for, buck, 
count, for, reason, 
play, on, mobile, 
played, on, 2018, 
played, since, 2014, 
play, with, friends, 
playing, on, 360, 
playing, since, 1.2, 
stands, 👌, 🏻, 
spent, on, it, 
Fixed, with, patch, 
connect, to, account, 
update, to, 1.4.0.5.4.4, 
get, like, that, 
plays, like, version, 
becomes, with, combat, 
becomes, because, difficulty, 
experience, on, phone, 
improve, for, people, 
come, to, update, 
know, about, game, 
wasted, of, money, 
used, to, game, 
play, on, phone, 
played, for, years, 
look, into, issue, 
sucked, into, game, 
helping, through, times, 
helping, with, content, 
made, to, controls, 
recommend, to, anyone, 
played, since, beta, 
enjoyed, through, years, 
Had, on, Mac, 
Had, with, Steam, 
feels, like, waste, 
play, on, phone, 
says, For, reason, 
go, on, settings, 
see, on, right, 
spawn, with, you, 
watch, on, Youtube, 
arrange, in, settings, 
save, in, game, 
recommend, to, people, 
filled, with, things, 
ranging, from, handguns, 
ranging, to, swords, 
went, through, all, 
STAND, ABOVE, GAMES, 
had, in, months, 
uses, in, background, 
looking, at, reviews, 
play, with, friends, 
think, of, that, 
blessed, with, mythrl, 
blessed, with, ore, 
seem, for, reason, 
load, past, menu, 
playing, since, 2011, 
carry, with, character, 
made, on, phone, 
play, with, friend, 
do, with, content, 
played, for, years, 
have, because, device, 
fix, at, update, 
coming, in, July, 
come, for, years, 
wasted, on, game, 
m, in, game, 
played, in, opinion, 
lose, in, game, 
lose, with, control, 
recommended, for, people, 
growing, with, it, 
get, into, game, 
drop, during, time, 
discover, in, game, 
choose, from, game, 
playing, since, ver.1.2, 
play, with, friend, 
running, since, 2011, 
looking, for, fun, 
working, on, game, 
put, in, game, 
put, including, Pc, 
play, with, xbox360, 
do, in, game, 
enjoyed, as, child, 
bought, because, nostalgia, 
set, for, multiplayer, 
recommend, to, people, 
create, in, world, 
work, for, me, 
used, to, it, 
gone, because, update, 
do, about, it, 
give, for, saves, 
go, on, mode, 
go, on, mediumcore, 
connect, to, games, 
purchase, in, country, 
play, with, country, 
crash, at, time, 
released, at, China, 
recommend, to, players, 
playing, for, years, 
Play, on, day, 
playing, for, time, 
add, By, way, 
play, with, viarety, 
Loved, for, years, 
come, for, fans, 
Played, since, orchera, 
Played, for, star, 
played, for, years, 
had, into, game, 
defeated, with, armor, 
derrote, es, que, 
derrote, es, me, 
derrote, es, encanta, 
's, on, road, 
playing, with, family, 
Complicated, for, people, 
transfer, to, phone, 
play, on, go, 
give, in, 1.3, 
revert, to, controles, 
added, in, app, 
use, by, bluetooth, 
work, in, app, 
entertain, for, hours, 
entertain, on, end, 
Came, to, ❤, 
Download, Worth, money, 
make, in, Halloween, 
make, like, npc, 
lives, in, biome, 
love, before, you, 
love, like, version, 
like, on, xbox, 
hate, with, differences, 
play, on, switch, 
closes, on, me, 
come, to, console, 
fly, since, need, 
breaks, down, game, 
works, on, ipads, 
used, to, game, 
Been, since, 2017, 
play, for, minutes, 
got, at, it, 
uploaded, into, one, 
Love, to, Minecraft, 
posting, in, reviews, 
works, with, games, 
say, for, teres, 
saying, because, controls, 
rebind, in, options, 
play, on, console, 
tops, due, bosses, 
kill, in, buildings, 
played, on, ps4, 
need, on, plllllllllllleeeeeeeaaaaaassssse, 
Love, with, bit, 
start, over, agian, 
start, for, mobile, 
report, via, progress, 
makes, for, it, 
lag, as, army, 
played, on, device, 
get, in, it, 
Bought, on, pc, 
bought, on, game, 
sitting, at, hours, 
sitting, in, steam, 
had, with, Terraria, 
create, on, time, 
finished, with, content, 
went, to, server, 
grind, for, them, 
play, with, friends, 
sit, for, hours, 
are, at, times, 
played, since, 1.2, 
created, in, opinion, 
take, into, consideration, 
playing, since, 1.2.4, 
having, with, it, 
works, on, devices, 
sync, to, account, 
sync, in, Terraria, 
have, to, account, 
came, on, 2020, 
make, for, everyone, 
s, for, game, 
playing, on, chromebook, 
playing, on, mobile, 
play, for, hours, 
play, on, end, 
rushing, for, weapon, 
played, since, school, 
used, of, course, 
used, to, ways, 
remodel, into, base, 
rip, to, terraria, 
heard, from, rating, 
get, to, point, 
get, to, were, 
comparing, in, opinion, 
comparing, to, rip, 
go, into, world, 
played, for, years, 
challenging, unlike, games, 
walk, through, foe, 
keep, with, contenders, 
loved, for, time, 
play, on, switch, 
make, of, creators, 
played, on, Pc, 
mention, after, update, 
connect, to, terraria, 
tried, in, game, 
own, on, platforms, 
play, on, mobile, 
playing, on, tho, 
worked, on, game, 
spent, Considering, days, 
Playing, on, chromebook, 
sign, with, account, 
loot, on, steroids, 
played, on, MOBILE, 
Works, on, mobile, 
changing, to, stars, 
crashes, to, much, 
change, to, stars, 
Love, on, console, 
play, on, mobile, 
playing, on, mobile, 
building, for, pylons, 
died, by, slime, 
Go, for, it, 
compared, to, PC, 
play, in, phone, 
playing, on, console, 
playing, since, 2014, 
came, on, consoles, 
fallen, over, heels, 
love, From, bosses, 
put, into, character, 
have, with, game, 
spend, in, terms, 
playing, since, 2015, 
add, to, refund, 
was, like, button, 
fumble, with, controls, 
do, in, game, 
playing, for, years, 
playing, in, 2015, 
playing, since, beginning, 
playing, with, friends, 
bought, on, galaxyJ6, 
switched, to, device, 
signed, in, gmail, 
offer, like, creativity, 
have, in, worth, 
play, on, chromebook, 
check, on, terraria, 
check, for, 1.4.Still, 
waiting, for, 1.4, 
heard, of, it, 
heard, from, sources, 
protect, at, night, 
collab, with, Minecraft, 
loved, for, years, 
happens, at, night, 
