NOUN, ADJ, 
game, great, This is overall a great game. but I am mad that you cant transfer your data from pc to mobile
game, good, It's a really good game and I can't wait for 2.2
graphics, amazing, I love the game, it has amazing graphics, you get to make your own level and share it. Amazing game
level, own, I love the game, it has amazing graphics, you get to make your own level and share it. Amazing game
game, Amazing, I love the game, it has amazing graphics, you get to make your own level and share it. Amazing game
game, awesome, awesome game
fun, Great, Great fun
opinion, different, I love the game I have been playing for five years I really like the game so dis rating is my opinion if you have a different opinion I rstcp that :)
game, Great, Great game but other than that the hit boxes are great as well it's a great game no ads and it keeps you occupied for a long time I can't stop playing perfect gamei got a few more ideas tho 1st is a new cube that is much like the space ship but a 2.0 2nd is a cube for the shot I'd say for it about 2000-3000 for it it's high tech and has a glowing trail. That's mostly it for my ideas but good game.i have one more cube its a cube just like the jumping one but you can stay up it the air longer.
boxes, hit, Great game but other than that the hit boxes are great as well it's a great game no ads and it keeps you occupied for a long time I can't stop playing perfect gamei got a few more ideas tho 1st is a new cube that is much like the space ship but a 2.0 2nd is a cube for the shot I'd say for it about 2000-3000 for it it's high tech and has a glowing trail. That's mostly it for my ideas but good game.i have one more cube its a cube just like the jumping one but you can stay up it the air longer.
game, great, Great game but other than that the hit boxes are great as well it's a great game no ads and it keeps you occupied for a long time I can't stop playing perfect gamei got a few more ideas tho 1st is a new cube that is much like the space ship but a 2.0 2nd is a cube for the shot I'd say for it about 2000-3000 for it it's high tech and has a glowing trail. That's mostly it for my ideas but good game.i have one more cube its a cube just like the jumping one but you can stay up it the air longer.
time, long, Great game but other than that the hit boxes are great as well it's a great game no ads and it keeps you occupied for a long time I can't stop playing perfect gamei got a few more ideas tho 1st is a new cube that is much like the space ship but a 2.0 2nd is a cube for the shot I'd say for it about 2000-3000 for it it's high tech and has a glowing trail. That's mostly it for my ideas but good game.i have one more cube its a cube just like the jumping one but you can stay up it the air longer.
gamei, perfect, Great game but other than that the hit boxes are great as well it's a great game no ads and it keeps you occupied for a long time I can't stop playing perfect gamei got a few more ideas tho 1st is a new cube that is much like the space ship but a 2.0 2nd is a cube for the shot I'd say for it about 2000-3000 for it it's high tech and has a glowing trail. That's mostly it for my ideas but good game.i have one more cube its a cube just like the jumping one but you can stay up it the air longer.
ideas, more, Great game but other than that the hit boxes are great as well it's a great game no ads and it keeps you occupied for a long time I can't stop playing perfect gamei got a few more ideas tho 1st is a new cube that is much like the space ship but a 2.0 2nd is a cube for the shot I'd say for it about 2000-3000 for it it's high tech and has a glowing trail. That's mostly it for my ideas but good game.i have one more cube its a cube just like the jumping one but you can stay up it the air longer.
cube, new, Great game but other than that the hit boxes are great as well it's a great game no ads and it keeps you occupied for a long time I can't stop playing perfect gamei got a few more ideas tho 1st is a new cube that is much like the space ship but a 2.0 2nd is a cube for the shot I'd say for it about 2000-3000 for it it's high tech and has a glowing trail. That's mostly it for my ideas but good game.i have one more cube its a cube just like the jumping one but you can stay up it the air longer.
tech, high, Great game but other than that the hit boxes are great as well it's a great game no ads and it keeps you occupied for a long time I can't stop playing perfect gamei got a few more ideas tho 1st is a new cube that is much like the space ship but a 2.0 2nd is a cube for the shot I'd say for it about 2000-3000 for it it's high tech and has a glowing trail. That's mostly it for my ideas but good game.i have one more cube its a cube just like the jumping one but you can stay up it the air longer.
trail, glowing, Great game but other than that the hit boxes are great as well it's a great game no ads and it keeps you occupied for a long time I can't stop playing perfect gamei got a few more ideas tho 1st is a new cube that is much like the space ship but a 2.0 2nd is a cube for the shot I'd say for it about 2000-3000 for it it's high tech and has a glowing trail. That's mostly it for my ideas but good game.i have one more cube its a cube just like the jumping one but you can stay up it the air longer.
stuff, much, This game is so fun, I've played it for now over 5 years and I'm still not bored of it. So much stuff to do. The reason I'm giving it 4 stars instead of 5 is because we've been waiting for 2.2 for over 4 years.
levels, more, This game is really fun, but yall have not updated it in a while, but like the game but just put more levels on it.
looooool, Best, Best 2.2 wen looooool
game, hard, As a person who plays on phone I really like this game as much as it is a hard game it will show you the ropes and it's all about muscle memory
game, fun, Geometry dash is a fun game
display, full, It's not full display for my Poco x3 pro
game, good, Its a good game but as someone who isn't good at any games its kinda infuriating.
infuriating, kinda, Its a good game but as someone who isn't good at any games its kinda infuriating.
game, Good, Good game but hasn't been updated in forever
challenges, good, Your guys's game is good challenges are fun levels are good really cool icons and nice gameplay
levels, fun, Your guys's game is good challenges are fun levels are good really cool icons and nice gameplay
icons, good, Your guys's game is good challenges are fun levels are good really cool icons and nice gameplay
icons, cool, Your guys's game is good challenges are fun levels are good really cool icons and nice gameplay
gameplay, nice, Your guys's game is good challenges are fun levels are good really cool icons and nice gameplay
games, best, One of the best games I've ever played
game, Nice, Nice game
version, full, I love geometry dash so much but something I don't get is that when you buy the full version of geometry dash you don't get all of the levels can you plz update it so you can have all the levels without collecting coins or if you can use a code to unlock the levels I would rather have deadlocked then finger dash honestly
game, good, It is just a good game
game, good, It's a good game but too much freezing and lagging
version, newer, It's good but the problem is that I don't have the newer version of gd it says I need to update it but I doesn't show in Google play so I was wondering that what's going on
game, incredible, Absolutley incredible game that I can not recommend enough!!! 10/10 for sure!
game, Good, Good game
game, Great, Great game but some of my levels were deleted
game, best, best geometry dash game ever made so far, he rest are ok to but I say this ones a 10/10 the secrets are just amazing too-
days, few, I liked the game, but it got bored after a few days and I don't like it anymore. How do I get refund
game, great, This is a great game which I played all the time around 4 years ago. I decided to try playing it again so I bought the game. I wouldn't ask for much and just want to play it normally, but the game doesn't even fit the screen of my Samsung S10. This made me resort to using full screen settings from the settings app which just makes the game FPS lag so much. Disappointing that the developers can't even do a bug/quality of life update.
settings, full, This is a great game which I played all the time around 4 years ago. I decided to try playing it again so I bought the game. I wouldn't ask for much and just want to play it normally, but the game doesn't even fit the screen of my Samsung S10. This made me resort to using full screen settings from the settings app which just makes the game FPS lag so much. Disappointing that the developers can't even do a bug/quality of life update.
game, Good, Good game finally best jumper
jumper, best, Good game finally best jumper
levels, own, This is so fun! The levels may be hard, but their goals to work on! AND you can make your very own levels in this one! (This one is the full version). This is the best game ever! And RubRub, i'm very excited for 2.2! Keep up the great work! And where is my chicken?
version, full, This is so fun! The levels may be hard, but their goals to work on! AND you can make your very own levels in this one! (This one is the full version). This is the best game ever! And RubRub, i'm very excited for 2.2! Keep up the great work! And where is my chicken?
game, best, This is so fun! The levels may be hard, but their goals to work on! AND you can make your very own levels in this one! (This one is the full version). This is the best game ever! And RubRub, i'm very excited for 2.2! Keep up the great work! And where is my chicken?
work, great, This is so fun! The levels may be hard, but their goals to work on! AND you can make your very own levels in this one! (This one is the full version). This is the best game ever! And RubRub, i'm very excited for 2.2! Keep up the great work! And where is my chicken?
game, amazing, This is an amazing game, but i cannot login, my username is pizzafox41
game, best, I'v played thid game for 6 years now and its the best game out there
bug, giant, I love this but... Well there is a giant bug that removed almost all of my levels I made and I am super upset about it. It happened when I installed after not playing for a long time. I was already logged in so I refreshed my save and went to my levels and all my hard work was gone. Was nearly reduced to tears. However, this doesn't seem to happen when you play often so no worries there... Anyway great game, I love it, ROBTOP GIVE US 2.2 AND ILL GIVE 5 STARS, FIX THE BUG AND ILL GIVE 4!
time, long, I love this but... Well there is a giant bug that removed almost all of my levels I made and I am super upset about it. It happened when I installed after not playing for a long time. I was already logged in so I refreshed my save and went to my levels and all my hard work was gone. Was nearly reduced to tears. However, this doesn't seem to happen when you play often so no worries there... Anyway great game, I love it, ROBTOP GIVE US 2.2 AND ILL GIVE 5 STARS, FIX THE BUG AND ILL GIVE 4!
work, hard, I love this but... Well there is a giant bug that removed almost all of my levels I made and I am super upset about it. It happened when I installed after not playing for a long time. I was already logged in so I refreshed my save and went to my levels and all my hard work was gone. Was nearly reduced to tears. However, this doesn't seem to happen when you play often so no worries there... Anyway great game, I love it, ROBTOP GIVE US 2.2 AND ILL GIVE 5 STARS, FIX THE BUG AND ILL GIVE 4!
game, great, I love this but... Well there is a giant bug that removed almost all of my levels I made and I am super upset about it. It happened when I installed after not playing for a long time. I was already logged in so I refreshed my save and went to my levels and all my hard work was gone. Was nearly reduced to tears. However, this doesn't seem to happen when you play often so no worries there... Anyway great game, I love it, ROBTOP GIVE US 2.2 AND ILL GIVE 5 STARS, FIX THE BUG AND ILL GIVE 4!
update, good, It's been a good update 🥳
times, multiple, I hate this game i payed for this game multiple times and it deleted all my accounts that had much stuff on them im not buying this game again and i forgot all my emails that i used because recently my phone restarted and deleted all my emails and apps
stuff, much, I hate this game i payed for this game multiple times and it deleted all my accounts that had much stuff on them im not buying this game again and i forgot all my emails that i used because recently my phone restarted and deleted all my emails and apps
game, Good, Good game
version, mobile, I absolutely adore this game. I don't care it is the mobile version, it is pure joy. The levels are well designed, the icons are mostly great, there is an incredible level editor, it is just amazing! Where is 2.2 Robtop? We've been waiting years! Still a fantastic game. It is my favorite game of all time.
joy, pure, I absolutely adore this game. I don't care it is the mobile version, it is pure joy. The levels are well designed, the icons are mostly great, there is an incredible level editor, it is just amazing! Where is 2.2 Robtop? We've been waiting years! Still a fantastic game. It is my favorite game of all time.
editor, incredible, I absolutely adore this game. I don't care it is the mobile version, it is pure joy. The levels are well designed, the icons are mostly great, there is an incredible level editor, it is just amazing! Where is 2.2 Robtop? We've been waiting years! Still a fantastic game. It is my favorite game of all time.
game, fantastic, I absolutely adore this game. I don't care it is the mobile version, it is pure joy. The levels are well designed, the icons are mostly great, there is an incredible level editor, it is just amazing! Where is 2.2 Robtop? We've been waiting years! Still a fantastic game. It is my favorite game of all time.
game, favorite, I absolutely adore this game. I don't care it is the mobile version, it is pure joy. The levels are well designed, the icons are mostly great, there is an incredible level editor, it is just amazing! Where is 2.2 Robtop? We've been waiting years! Still a fantastic game. It is my favorite game of all time.
game, good, Its a good game
game, good, Really good game sometimes I get mad tho but overall great game
game, overall, Really good game sometimes I get mad tho but overall great game
game, great, Really good game sometimes I get mad tho but overall great game
things, more, It's good but add more things the but with 💎
time, fun, A fun time killer! I love this game!
levels, few, I love this game it's so fun there are a few locked levels but you can unlock 🔓 them by getting starts I'm on time machine
levels, locked, I love this game it's so fun there are a few locked levels but you can unlock 🔓 them by getting starts I'm on time machine
game, epic, Very epic game
game, best, With 500 Demons Beaten I can say this is the best mobile game ever made
game, mobile, With 500 Demons Beaten I can say this is the best mobile game ever made
game, Good, Good game, however so many more faults than the lite game, and I've been dying in way I never have before, which frustrates me. If they had just kept it the same as the lite and fixed the differences, then this would have a five star review.
faults, many, Good game, however so many more faults than the lite game, and I've been dying in way I never have before, which frustrates me. If they had just kept it the same as the lite and fixed the differences, then this would have a five star review.
faults, more, Good game, however so many more faults than the lite game, and I've been dying in way I never have before, which frustrates me. If they had just kept it the same as the lite and fixed the differences, then this would have a five star review.
game, lite, Good game, however so many more faults than the lite game, and I've been dying in way I never have before, which frustrates me. If they had just kept it the same as the lite and fixed the differences, then this would have a five star review.
game, 2nd, Obama's 2nd favourite mobile game; 3 likes and an agree
game, favourite, Obama's 2nd favourite mobile game; 3 likes and an agree
game, mobile, Obama's 2nd favourite mobile game; 3 likes and an agree
game, best, best game of 2022
version, continued, This game is amazing its like a continued version of the impossible game that actually inspired robtop
game, impossible, This game is amazing its like a continued version of the impossible game that actually inspired robtop
bugs, many, To many bugs
game, Good, Good game
game, Best, Best game ever better then gaynite
week, whole, The day that I got this I couldn't stop playing it for like almost a whole entire week that how much I love this game it has good gameplay even though hexagon forces so hard for me but keep it up rubrub.
week, entire, The day that I got this I couldn't stop playing it for like almost a whole entire week that how much I love this game it has good gameplay even though hexagon forces so hard for me but keep it up rubrub.
gameplay, good, The day that I got this I couldn't stop playing it for like almost a whole entire week that how much I love this game it has good gameplay even though hexagon forces so hard for me but keep it up rubrub.
🤩, Amazing, Amazing 🤩
content, much, Worth the money so much content
game, Great, Great game and all but when I tap he does not jump and very glichy I heard that 2.2 was coming in october 14th bu t it is still not here for some reason also love you robert
t, bu, Great game and all but when I tap he does not jump and very glichy I heard that 2.2 was coming in october 14th bu t it is still not here for some reason also love you robert
game, Good, Good game
epic, Big, Big fun epic
game, good, I wasnt the best but good game
levels, first, The first few levels are fantastically designed but afterwards it gets more memorization heavy and grindy, overall a decent game
levels, few, The first few levels are fantastically designed but afterwards it gets more memorization heavy and grindy, overall a decent game
memorization, more, The first few levels are fantastically designed but afterwards it gets more memorization heavy and grindy, overall a decent game
game, decent, The first few levels are fantastically designed but afterwards it gets more memorization heavy and grindy, overall a decent game
game, amazing, It's an amazing game 100% should download it
bit, little, Fun, addicting, maybe a little bit rage material, but is fantastic!
fun, amazing, Overall great amazing fun game
game, Overall, Overall great amazing fun game
game, great, Overall great amazing fun game
songs, recent, I love this game, especially seeing as I kinda grew up with it. However, I think there may be some sorta glitch or bug or somethin', cuz I can't seem to use some of the more recent newgrounds songs (by smaller artists, I mean). Like, I've been trying to make a level using a song from a creator I like (check out korewakosu you'll love it 😘) but it seemed to just cut off the last digit when I put in the ID for the song. Other than that, 5 outta 5 would recommend!
artists, smaller, I love this game, especially seeing as I kinda grew up with it. However, I think there may be some sorta glitch or bug or somethin', cuz I can't seem to use some of the more recent newgrounds songs (by smaller artists, I mean). Like, I've been trying to make a level using a song from a creator I like (check out korewakosu you'll love it 😘) but it seemed to just cut off the last digit when I put in the ID for the song. Other than that, 5 outta 5 would recommend!
digit, last, I love this game, especially seeing as I kinda grew up with it. However, I think there may be some sorta glitch or bug or somethin', cuz I can't seem to use some of the more recent newgrounds songs (by smaller artists, I mean). Like, I've been trying to make a level using a song from a creator I like (check out korewakosu you'll love it 😘) but it seemed to just cut off the last digit when I put in the ID for the song. Other than that, 5 outta 5 would recommend!
game, Cool, Cool game
game, brilliant, brilliant game. i love it! on of my fav games on my ipad. 10 out of 10! good work btw robtop :)
games, fav, brilliant game. i love it! on of my fav games on my ipad. 10 out of 10! good work btw robtop :)
work, good, brilliant game. i love it! on of my fav games on my ipad. 10 out of 10! good work btw robtop :)
game, sick, This is actually a sick game. I just wanna see RobTop reacts to this fake review 😆🤣😂.
review, fake, This is actually a sick game. I just wanna see RobTop reacts to this fake review 😆🤣😂.
bug, weird, AMAZING GAME! (Although weird bug for me) The Bug Is That, I dont play on mobile anymore, so I went to my computer and tried to get in, but it kept saying Game already running. I went to steam support, but it wasn't much help. So now I'm here, it hasn't been working for 3 days. Did something happen to my account?
help, much, AMAZING GAME! (Although weird bug for me) The Bug Is That, I dont play on mobile anymore, so I went to my computer and tried to get in, but it kept saying Game already running. I went to steam support, but it wasn't much help. So now I'm here, it hasn't been working for 3 days. Did something happen to my account?
levels, Amazing, Amazing, especially the new coin levels.
levels, new, Amazing, especially the new coin levels.
game, Best, Best game made
time, long, This game I've been playing it for a long time alot of people say its frustrating I do agree on that but once you get a hang of it it's like the best game ever!
game, best, This game I've been playing it for a long time alot of people say its frustrating I do agree on that but once you get a hang of it it's like the best game ever!
game, Great, Great game but it takes a lot of skill and wheres 2.2
array, vast, There is so much that is good about this game from the vast array of user created levels that get better every day to the fun game play that everything offers. I've had this game for 6 years and grown up with it and it is still refreshing and fun to play, best $2 I've ever spent hands down
levels, created, There is so much that is good about this game from the vast array of user created levels that get better every day to the fun game play that everything offers. I've had this game for 6 years and grown up with it and it is still refreshing and fun to play, best $2 I've ever spent hands down
game, fun, There is so much that is good about this game from the vast array of user created levels that get better every day to the fun game play that everything offers. I've had this game for 6 years and grown up with it and it is still refreshing and fun to play, best $2 I've ever spent hands down
lev, easy, Create Level An Try Saved Geomtry Dash 2021 Rated Thised Gamed Ok Save Song an Musics Nice Try 50000000000000000000000 000,00000000 Level 2023 Is The Demon Fliters Nice One Try It For use Phuhase Don't Cry wildph you can not beat it the demo or the easy the hard lev do not Disapleded The Cabel
lev, hard, Create Level An Try Saved Geomtry Dash 2021 Rated Thised Gamed Ok Save Song an Musics Nice Try 50000000000000000000000 000,00000000 Level 2023 Is The Demon Fliters Nice One Try It For use Phuhase Don't Cry wildph you can not beat it the demo or the easy the hard lev do not Disapleded The Cabel
level, main, It took me 4 years but I finally beat every main Robtop level and waiting on 2.2 like everyone else. The only reason why I'm not rating 5 stars is because of update scarcity. Robtop should just use the beta feature on Steam and Android if an update isn't out yet. Minecraft does it. This way we won't have to wait years for an update.
reason, only, It took me 4 years but I finally beat every main Robtop level and waiting on 2.2 like everyone else. The only reason why I'm not rating 5 stars is because of update scarcity. Robtop should just use the beta feature on Steam and Android if an update isn't out yet. Minecraft does it. This way we won't have to wait years for an update.
feature, beta, It took me 4 years but I finally beat every main Robtop level and waiting on 2.2 like everyone else. The only reason why I'm not rating 5 stars is because of update scarcity. Robtop should just use the beta feature on Steam and Android if an update isn't out yet. Minecraft does it. This way we won't have to wait years for an update.
game, Great, Great game but recently i bough a new face for the cube and i dont have it anymore i opened the game and its just gone and i have to buy it again :/
face, new, Great game but recently i bough a new face for the cube and i dont have it anymore i opened the game and its just gone and i have to buy it again :/
game, good, very good game
game, Cool, Cool game
game, best, The best game ever! Understandable that it's not free, has a reasonable price.
price, reasonable, The best game ever! Understandable that it's not free, has a reasonable price.
level, first, Amazing! I love the gameplay and the background effects! I Really loved it from day 1 even created my first level there to on day 1 Please have more updates in the Future!
updates, more, Amazing! I love the gameplay and the background effects! I Really loved it from day 1 even created my first level there to on day 1 Please have more updates in the Future!
gud, Good, Good/gud
nuts, Deep, Deep nuts are too hard
robtop, favorite, Amazing I love it mostly the editor! My favorite robtop Level is geometrical dominator !
dominator, geometrical, Amazing I love it mostly the editor! My favorite robtop Level is geometrical dominator !
game, Best, Best game on app store.
work, magnifical, WoW! Robtop have done a magnifical work, i've been into this amazing community and playing since the game was in his roots, i am so greatful to be there since the beginning, thank to robtop for made this game, i can't wait the 2.2 update i'll be waiting and i hope it comes soon.
community, amazing, WoW! Robtop have done a magnifical work, i've been into this amazing community and playing since the game was in his roots, i am so greatful to be there since the beginning, thank to robtop for made this game, i can't wait the 2.2 update i'll be waiting and i hope it comes soon.
mix, perfect, Just the perfect mix of simple game play that requires a bit of time to master.
game, simple, Just the perfect mix of simple game play that requires a bit of time to master.
game, Best, Best game
game, Great, Great game. All I can say
game, favorite, My favorite game of all time. Can be fun to play along with friends (no multiplayer), challenge yourself with difficult levels, relax by building your very own levels, and meet plenty of great community members along the way. I've had over 10,000 hours of fun with this game, and I'm still going strong.
levels, difficult, My favorite game of all time. Can be fun to play along with friends (no multiplayer), challenge yourself with difficult levels, relax by building your very own levels, and meet plenty of great community members along the way. I've had over 10,000 hours of fun with this game, and I'm still going strong.
levels, own, My favorite game of all time. Can be fun to play along with friends (no multiplayer), challenge yourself with difficult levels, relax by building your very own levels, and meet plenty of great community members along the way. I've had over 10,000 hours of fun with this game, and I'm still going strong.
members, great, My favorite game of all time. Can be fun to play along with friends (no multiplayer), challenge yourself with difficult levels, relax by building your very own levels, and meet plenty of great community members along the way. I've had over 10,000 hours of fun with this game, and I'm still going strong.
game, great, Yea so I got my phone back and well great game donno why I gave 1 star but ok
game, Best, Best game even gives mememories
game, fun, Absolutely a fun game
game, great, WHY DOES IT ALWAYS LAG AND NEVER REGISTER MY JUMPS ALSO I USE THE BLACK ORB ON FINGER DASH AND IT SHOOTS ME INTO THE LASER.But anyway great game keep on going RobTop FIX MY CRITICISMS
boner, Very, Very gud game boner Mill gang
boner, gud, Very gud game boner Mill gang
time, long, i havent played this game in like a year, and 2.2 still isnt out. i know, it takes a long time to make, im sorry. this game is really cute, awesome, blah blah blah, but the reason i give three stars is cuz how long it takes to save, load, and how delayed the reaction time is. three stars from me. no moi!
games, best, I've had and played these game from the start and I gotta say it's one of the best games ice ever played
games, favorite, One of my favorite games and to me the hard ones are the upside-down ships
ones, hard, One of my favorite games and to me the hard ones are the upside-down ships
ships, upside, One of my favorite games and to me the hard ones are the upside-down ships
goood, sooooooooooooooooooooooo, Its sooooooooooooooooooooooo goood i love geometry Dash 😎
game, fun, Very fun game
one, other, Really fun unlike the other one this one should be free I think that this one's really fun it's good going I give it a five-star for being super fun!!
😁, 😨, 😨😁😇🤔💪🥶🐱
game, Cool, Cool game but what's with the aspect ratio? I get giant black bars on both sides that I don't see on the free version.
bars, giant, Cool game but what's with the aspect ratio? I get giant black bars on both sides that I don't see on the free version.
bars, black, Cool game but what's with the aspect ratio? I get giant black bars on both sides that I don't see on the free version.
version, free, Cool game but what's with the aspect ratio? I get giant black bars on both sides that I don't see on the free version.
thing, Everyday, Everyday thing
update, new, I wish the new update would come out...
game, favorite, This is 100% my favorite game. Can't wait till 2.2. thanks for the amazing game robtop:)
game, amazing, This is 100% my favorite game. Can't wait till 2.2. thanks for the amazing game robtop:)
game, good, good game but I want 2.2
game, good, Geometry dash is a good game with good detail.
detail, good, Geometry dash is a good game with good detail.
games, favourite, It's really fun I really enjoy it, it is one of my favourite games, but I cant manage to make my on account :( ._.
game, fun, Is a fun game because it makes you relax.
time, same, This game is enjoyable and at the same time very frustrated,and im happy to play this game because it can improved my focus or concentrat
game, nice, Geometry dash is a very nice game which rewards those who put lots of work into beating the levels very customisibul with lost of different skins please make 2.2 I've been waiting!!
skins, different, Geometry dash is a very nice game which rewards those who put lots of work into beating the levels very customisibul with lost of different skins please make 2.2 I've been waiting!!
game, Cool, Cool game
game, hard, I rated this one star intentionally to tell all of you that commented on this game that it's not good/not reccomendable that you SUCK 'cause 1.) You just have a device that sucks 'cause it's old 2.) y'all clamour to robtop that this game's too hard and 3.) that it requires internet to access daily reward 4.) and requests for a refund? You can now regret it with this non-refundable app or better yet just play it and stop whining
app, non, I rated this one star intentionally to tell all of you that commented on this game that it's not good/not reccomendable that you SUCK 'cause 1.) You just have a device that sucks 'cause it's old 2.) y'all clamour to robtop that this game's too hard and 3.) that it requires internet to access daily reward 4.) and requests for a refund? You can now regret it with this non-refundable app or better yet just play it and stop whining
app, -, I rated this one star intentionally to tell all of you that commented on this game that it's not good/not reccomendable that you SUCK 'cause 1.) You just have a device that sucks 'cause it's old 2.) y'all clamour to robtop that this game's too hard and 3.) that it requires internet to access daily reward 4.) and requests for a refund? You can now regret it with this non-refundable app or better yet just play it and stop whining
app, refundable, I rated this one star intentionally to tell all of you that commented on this game that it's not good/not reccomendable that you SUCK 'cause 1.) You just have a device that sucks 'cause it's old 2.) y'all clamour to robtop that this game's too hard and 3.) that it requires internet to access daily reward 4.) and requests for a refund? You can now regret it with this non-refundable app or better yet just play it and stop whining
people, many, All of the geometry dash app got deleted from so many people's devices. I don't know if this was a server issue, but I hope everything is good. Please, I need an answer about what happened. Thanks for lost progress.
progress, lost, All of the geometry dash app got deleted from so many people's devices. I don't know if this was a server issue, but I hope everything is good. Please, I need an answer about what happened. Thanks for lost progress.
game, Amazing, Amazing game
game, fun, Great it's a very fun game please try to change it though I want to just get coin without beating level
game, Best, Best game ever
game, Best, Best game ever it's so much fun!
fun, much, Best game ever it's so much fun!
account, main, I gave this a 1 star because my main geometry dash account was automatically logged out and is it because i downloaded this gsme on this device?
game, Cool, Cool game and i used to play it a lot and it is really fun but it says it's built for a older version and is slightly offset which is annoying and a really easy fix
version, older, Cool game and i used to play it a lot and it is really fun but it says it's built for a older version and is slightly offset which is annoying and a really easy fix
fix, easy, Cool game and i used to play it a lot and it is really fun but it says it's built for a older version and is slightly offset which is annoying and a really easy fix
game, good, Really good game but some times things blend into background
pog, Pretty, Pretty pog game
game, pog, Pretty pog game
game, hard, i've been playing this game for years now and while it is a hard game like a lot of people said, it is still a fun yet addictive game...
levels, many, Awesome there are so many levels and rewards the game is kinda hard but with practice it becomes easier
music, great, THIS GAME IS very challenging and addicting. IT also has great music. Never had probe with it
bug, known, I love this game so much, but I rated one star in hopes of the dev seeing it, I just downloaded the game but when I closed it, all of my progress was deleted. Is this a known bug?
chest, daily, I've had this game probably since release now, but there's an issue with the daily chest where it says "something went wrong" when I go to open it and I have no choice but to back out and wait for the timer to open it again without getting my rewards.
game, Great, Great game! Super fun! For some reason though, i cant play online levels
fun, Super, Great game! Super fun! For some reason though, i cant play online levels
levels, online, Great game! Super fun! For some reason though, i cant play online levels
game, Great, Great game, played for years
game, good, irs a relly good game its fun i recomend it
updates, more, Needs more updates
game, fun, Its a fun game but I have a glitch where I can't collect daily chests and can't get diamonds from missions.
